Tempo  |   x001(t)   |   x002(t)   |   x003(t)   |   x004(t)   |   x005(t)   |   x006(t)   |   x007(t)   |   x008(t)   |   x009(t)   |   x010(t) 
7.450  |   1.211699  |   1.779467  |   2.805516  |   1.559435  |   1.766814  |   2.480157  |   1.564122  |   2.985809  |   1.882223  |   0.911657
7.475  |   1.025498  |   2.047070  |   2.651921  |   1.722863  |   1.704700  |   2.276113  |   1.703642  |   2.871775  |   2.087763  |   0.860363
7.500  |   0.840519  |   2.308442  |   2.478997  |   1.898230  |   1.650283  |   2.057831  |   1.865204  |   2.733168  |   2.286499  |   0.814943
7.525  |   0.664786  |   2.552610  |   2.296434  |   2.078263  |   1.604137  |   1.831951  |   2.040392  |   2.577901  |   2.471248  |   0.779124
7.550  |   0.505871  |   2.769034  |   2.114018  |   2.255543  |   1.566591  |   1.605571  |   2.220140  |   2.414314  |   2.635105  |   0.756212
7.575  |   0.370563  |   2.948090  |   1.941170  |   2.422825  |   1.537717  |   1.385969  |   2.395155  |   2.250768  |   2.771753  |   0.748918
7.600  |   0.264574  |   3.081504  |   1.786499  |   2.573338  |   1.517342  |   1.180308  |   2.556343  |   2.095240  |   2.875759  |   0.759207
7.625  |   0.192287  |   3.162739  |   1.657404  |   2.701067  |   1.505068  |   0.995355  |   2.695222  |   1.954939  |   2.942830  |   0.788182
7.650  |   0.156566  |   3.187300  |   1.559730  |   2.800996  |   1.500292  |   0.837201  |   2.804312  |   1.835969  |   2.970016  |   0.835993
7.675  |   0.158620  |   3.152956  |   1.497508  |   2.869298  |   1.502248  |   0.711015  |   2.877467  |   1.743041  |   2.955857  |   0.901803
7.700  |   0.197950  |   3.059853  |   1.472775  |   2.903481  |   1.510047  |   0.620831  |   2.910159  |   1.679258  |   2.900469  |   0.983785
7.725  |   0.272356  |   2.910534  |   1.485494  |   2.902457  |   1.522719  |   0.569386  |   2.899672  |   1.645982  |   2.805550  |   1.079169
7.750  |   0.378033  |   2.709843  |   1.533570  |   2.866567  |   1.539264  |   0.558002  |   2.845222  |   1.642783  |   2.674319  |   1.184337
7.775  |   0.509722  |   2.464731  |   1.612964  |   2.797526  |   1.558697  |   0.586535  |   2.747989  |   1.667480  |   2.511382  |   1.294950
7.800  |   0.660939  |   2.183966  |   1.717898  |   2.698319  |   1.580089  |   0.653379  |   2.611055  |   1.716260  |   2.322537  |   1.406122
7.825  |   0.824243  |   1.877762  |   1.841143  |   2.573040  |   1.602608  |   0.755526  |   2.439257  |   1.783887  |   2.114518  |   1.512613
7.850  |   0.991563  |   1.557339  |   1.974370  |   2.426687  |   1.625545  |   0.888692  |   2.238967  |   1.863973  |   1.894698  |   1.609049
7.875  |   1.154541  |   1.234445  |   2.108561  |   2.264917  |   1.648337  |   1.047490  |   2.017796  |   1.949308  |   1.670762  |   1.690155
7.900  |   1.304894  |   0.920840  |   2.234440  |   2.093783  |   1.670578  |   1.225644  |   1.784246  |   2.032228  |   1.450356  |   1.750982
7.925  |   1.434775  |   0.627792  |   2.342927  |   1.919456  |   1.692018  |   1.416240  |   1.547325  |   2.105013  |   1.240745  |   1.787134
7.950  |   1.537119  |   0.365583  |   2.425576  |   1.747950  |   1.712548  |   1.612006  |   1.316142  |   2.160275  |   1.048485  |   1.794970
7.975  |   1.605946  |   0.143060  |   2.474988  |   1.584864  |   1.732188  |   1.805597  |   1.099492  |   2.191344  |   0.879119  |   1.771783
8.000  |   1.636633  |  -0.032749  |   2.485167  |   1.435138  |   1.751046  |   1.989880  |   0.905468  |   2.192613  |   0.736929  |   1.715938
8.025  |   1.626117  |  -0.156943  |   2.451826  |   1.302860  |   1.769289  |   2.158214  |   0.741100  |   2.159837  |   0.624743  |   1.626969
8.050  |   1.573036  |  -0.226960  |   2.372597  |   1.191108  |   1.787095  |   2.304694  |   0.612046  |   2.090356  |   0.543803  |   1.505627
8.075  |   1.477799  |  -0.242689  |   2.247167  |   1.101842  |   1.804610  |   2.424376  |   0.522345  |   1.983259  |   0.493717  |   1.353879
8.100  |   1.342571  |  -0.206465  |   2.077307  |   1.035857  |   1.821905  |   2.513441  |   0.474247  |   1.839451  |   0.472482  |   1.174853
8.125  |   1.171197  |  -0.122969  |   1.866815  |   0.992782  |   1.838928  |   2.569326  |   0.468126  |   1.661633  |   0.476587  |   0.972733
8.150  |   0.969037  |   0.000988  |   1.621360  |   0.971143  |   1.855475  |   2.590783  |   0.502469  |   1.454205  |   0.501184  |   0.752610
8.175  |   0.742749  |   0.156773  |   1.348238  |   0.968469  |   1.871154  |   2.577899  |   0.573966  |   1.223073  |   0.540332  |   0.520292
8.200  |   0.500009  |   0.334315  |   1.056062  |   0.981444  |   1.885372  |   2.532041  |   0.677660  |   0.975391  |   0.587284  |   0.282078
8.225  |   0.249185  |   0.522562  |   0.754379  |   1.006096  |   1.897327  |   2.455761  |   0.807189  |   0.719240  |   0.634831  |   0.044521
8.250  |  -0.001013  |   0.709976  |   0.453253  |   1.038009  |   1.906012  |   2.352645  |   0.955076  |   0.463253  |   0.675654  |  -0.185840
8.275  |  -0.241899  |   0.885057  |   0.162819  |   1.072557  |   1.910239  |   2.227124  |   1.113071  |   0.216223  |   0.702700  |  -0.402731
8.300  |  -0.465184  |   1.036858  |  -0.107166  |   1.105133  |   1.908669  |   2.084245  |   1.272523  |  -0.013314  |   0.709542  |  -0.600392
8.325  |  -0.663320  |   1.155485  |  -0.347755  |   1.131378  |   1.899857  |   1.929432  |   1.424768  |  -0.217477  |   0.690711  |  -0.773809
8.350  |  -0.829819  |   1.232548  |  -0.551210  |   1.147389  |   1.882309  |   1.768226  |   1.561513  |  -0.389415  |   0.642000  |  -0.918908
8.375  |  -0.959524  |   1.261543  |  -0.711342  |   1.149898  |   1.854543  |   1.606031  |   1.675195  |  -0.523635  |   0.560694  |  -1.032708
8.400  |  -1.048826  |   1.238160  |  -0.823786  |   1.136420  |   1.815160  |   1.447869  |   1.759308  |  -0.616272  |   0.445745  |  -1.113438
8.425  |  -1.095804  |   1.160484  |  -0.886194  |   1.105353  |   1.762915  |   1.298159  |   1.808672  |  -0.665279  |   0.297870  |  -1.160587
8.450  |  -1.100303  |   1.029099  |  -0.898337  |   1.056036  |   1.696786  |   1.160533  |   1.819642  |  -0.670542  |   0.119558  |  -1.174914
8.475  |  -1.063929  |   0.847075  |  -0.862111  |   0.988752  |   1.616039  |   1.037685  |   1.790247  |  -0.633897  |  -0.084996  |  -1.158393
8.500  |  -0.989966  |   0.619853  |  -0.781452  |   0.904694  |   1.520284  |   0.931274  |   1.720242  |  -0.559061  |  -0.310046  |  -1.114107
8.525  |  -0.883229  |   0.355014  |  -0.662156  |   0.805873  |   1.409523  |   0.841871  |   1.611086  |  -0.451477  |  -0.548519  |  -1.046103
8.550  |  -0.749838  |   0.061963  |  -0.511620  |   0.694998  |   1.284181  |   0.768967  |   1.465845  |  -0.318073  |  -0.792313  |  -0.959190
8.575  |  -0.596947  |  -0.248474  |  -0.338510  |   0.575312  |   1.145116  |   0.711023  |   1.289014  |  -0.166955  |  -1.032641  |  -0.858721
8.600  |  -0.432424  |  -0.564517  |  -0.152375  |   0.450412  |   0.993621  |   0.665575  |   1.086287  |  -0.007041  |  -1.260415  |  -0.750341
8.625  |  -0.264500  |  -0.873939  |   0.036777  |   0.324046  |   0.831402  |   0.629378  |   0.864262  |   0.152340  |  -1.466653  |  -0.639726
8.650  |  -0.101404  |  -1.164598  |   0.218919  |   0.199914  |   0.660532  |   0.598589  |   0.630124  |   0.301876  |  -1.642888  |  -0.532328
8.675  |   0.049002  |  -1.424968  |   0.384454  |   0.081464  |   0.483399  |   0.568974  |   0.391294  |   0.432698  |  -1.781559  |  -0.433127
8.700  |   0.179567  |  -1.644636  |   0.524628  |  -0.028285  |   0.302629  |   0.536131  |   0.155079  |   0.536785  |  -1.876370  |  -0.346406
8.725  |   0.284165  |  -1.814766  |   0.631915  |  -0.126908  |   0.120999  |   0.495722  |  -0.071665  |   0.607334  |  -1.922595  |  -0.275566
8.750  |   0.357966  |  -1.928484  |   0.700340  |  -0.212695  |  -0.058661  |   0.443699  |  -0.282846  |   0.639077  |  -1.917327  |  -0.222977
8.775  |   0.397645  |  -1.981182  |   0.725729  |  -0.284740  |  -0.233570  |   0.376513  |  -0.473403  |   0.628526  |  -1.859635  |  -0.189879
8.800  |   0.401523  |  -1.970730  |   0.705883  |  -0.342986  |  -0.401100  |   0.291296  |  -0.639522  |   0.574134  |  -1.750653  |  -0.176346
8.825  |   0.369642  |  -1.897571  |   0.640657  |  -0.388224  |  -0.558882  |   0.186017  |  -0.778782  |   0.476374  |  -1.593565  |  -0.181290
8.850  |   0.303750  |  -1.764720  |   0.531948  |  -0.422044  |  -0.704898  |   0.059590  |  -0.890234  |   0.337718  |  -1.393509  |  -0.202536
8.875  |   0.207225  |  -1.577633  |   0.383592  |  -0.446751  |  -0.837562  |  -0.088065  |  -0.974409  |   0.162529  |  -1.157389  |  -0.236941
8.900  |   0.084919  |  -1.343989  |   0.201172  |  -0.465236  |  -0.955795  |  -0.255999  |  -1.033242  |  -0.043137  |  -0.893612  |  -0.280564
8.925  |  -0.057069  |  -1.073367  |  -0.008247  |  -0.480821  |  -1.059066  |  -0.442271  |  -1.069940  |  -0.271808  |  -0.611755  |  -0.328872
8.950  |  -0.211663  |  -0.776845  |  -0.236453  |  -0.497075  |  -1.147423  |  -0.644025  |  -1.088778  |  -0.514934  |  -0.322179  |  -0.376980
8.975  |  -0.371136  |  -0.466532  |  -0.474467  |  -0.517619  |  -1.221498  |  -0.857615  |  -1.094846  |  -0.763281  |  -0.035604  |  -0.419905
9.000  |  -0.527459  |  -0.155060  |  -0.712960  |  -0.545926  |  -1.282481  |  -1.078761  |  -1.093764  |  -1.007353  |   0.237330  |  -0.452837
9.025  |  -0.672667  |   0.144944  |  -0.942677  |  -0.585128  |  -1.332082  |  -1.302739  |  -1.091359  |  -1.237829  |   0.486503  |  -0.471388
9.050  |  -0.799221  |   0.421389  |  -1.154861  |  -0.637837  |  -1.372458  |  -1.524591  |  -1.093352  |  -1.445990  |   0.702738  |  -0.471843
9.075  |  -0.900354  |   0.663220  |  -1.341645  |  -0.705989  |  -1.406128  |  -1.739342  |  -1.105033  |  -1.624120  |   0.878178  |  -0.451367
9.100  |  -0.970387  |   0.860879  |  -1.496407  |  -0.790724  |  -1.435870  |  -1.942221  |  -1.130979  |  -1.765861  |   1.006613  |  -0.408180
9.125  |  -1.004992  |   1.006695  |  -1.614061  |  -0.892305  |  -1.464597  |  -2.128872  |  -1.174792  |  -1.866503  |   1.083729  |  -0.341681
9.150  |  -1.001401  |   1.095187  |  -1.691281  |  -1.010080  |  -1.495237  |  -2.295539  |  -1.238904  |  -1.923199  |   1.107282  |  -0.252523
9.175  |  -0.958550  |   1.123283  |  -1.726633  |  -1.142484  |  -1.530599  |  -2.439228  |  -1.324428  |  -1.935096  |   1.077181  |  -0.142620
9.200  |  -0.877139  |   1.090422  |  -1.720636  |  -1.287101  |  -1.573247  |  -2.557835  |  -1.431088  |  -1.903374  |   0.995469  |  -0.015107
9.225  |  -0.759628  |   0.998558  |  -1.675718  |  -1.440753  |  -1.625380  |  -2.650223  |  -1.557216  |  -1.831182  |   0.866223  |   0.125769
9.250  |  -0.610147  |   0.852043  |  -1.596091  |  -1.599644  |  -1.688725  |  -2.716265  |  -1.699820  |  -1.723496  |   0.695359  |   0.274807
9.275  |  -0.434337  |   0.657424  |  -1.487548  |  -1.759525  |  -1.764446  |  -2.756828  |  -1.854722  |  -1.586883  |   0.490353  |   0.426060
9.300  |  -0.239123  |   0.423130  |  -1.357184  |  -1.915891  |  -1.853077  |  -2.773725  |  -2.016760  |  -1.429196  |   0.259905  |   0.573078
9.325  |  -0.032435  |   0.159090  |  -1.213062  |  -2.064192  |  -1.954479  |  -2.769608  |  -2.180038  |  -1.259205  |   0.013544  |   0.709186
9.350  |   0.177126  |  -0.123710  |  -1.063832  |  -2.200051  |  -2.067827  |  -2.747837  |  -2.338222  |  -1.086192  |  -0.238805  |   0.827772
9.375  |   0.380640  |  -0.413721  |  -0.918332  |  -2.319476  |  -2.191616  |  -2.712305  |  -2.484854  |  -0.919521  |  -0.487258  |   0.922583
9.400  |   0.569243  |  -0.699336  |  -0.785178  |  -2.419056  |  -2.323710  |  -2.667249  |  -2.613686  |  -0.768196  |  -0.722416  |   0.988011
9.425  |   0.734503  |  -0.969398  |  -0.672367  |  -2.496134  |  -2.461406  |  -2.617042  |  -2.719003  |  -0.640453  |  -0.935774  |   1.019351
9.450  |   0.868769  |  -1.213685  |  -0.586911  |  -2.548946  |  -2.601527  |  -2.565979  |  -2.795919  |  -0.543375  |  -1.120096  |   1.013036
9.475  |   0.965503  |  -1.423342  |  -0.534518  |  -2.576718  |  -2.740538  |  -2.518073  |  -2.840651  |  -0.482564  |  -1.269725  |   0.966815
9.500  |   1.019553  |  -1.591262  |  -0.519338  |  -2.579719  |  -2.874676  |  -2.476864  |  -2.850725  |  -0.461890  |  -1.380816  |   0.879886
9.525  |   1.027376  |  -1.712374  |  -0.543775  |  -2.559263  |  -3.000096  |  -2.445252  |  -2.825137  |  -0.483315  |  -1.451493  |   0.752965
9.550  |   0.987195  |  -1.783846  |  -0.608385  |  -2.517666  |  -3.113017  |  -2.425359  |  -2.764432  |  -0.546807  |  -1.481907  |   0.588291
9.575  |   0.899076  |  -1.805184  |  -0.711863  |  -2.458142  |  -3.209872  |  -2.418441  |  -2.670719  |  -0.650352  |  -1.474202  |   0.389573
9.600  |   0.764936  |  -1.778233  |  -0.851107  |  -2.384675  |  -3.287454  |  -2.424828  |  -2.547608  |  -0.790057  |  -1.432391  |   0.161865
9.625  |   0.588470  |  -1.707063  |  -1.021369  |  -2.301833  |  -3.343045  |  -2.443921  |  -2.400068  |  -0.960338  |  -1.362142  |  -0.088612
9.650  |   0.375007  |  -1.597766  |  -1.216485  |  -2.214561  |  -3.374528  |  -2.474225  |  -2.234228  |  -1.154196  |  -1.270491  |  -0.354695
9.675  |   0.131293  |  -1.458162  |  -1.429163  |  -2.127956  |  -3.380484  |  -2.513439  |  -2.057111  |  -1.363553  |  -1.165492  |  -0.628555
9.700  |  -0.134771  |  -1.297431  |  -1.651322  |  -2.047026  |  -3.360252  |  -2.558569  |  -1.876332  |  -1.579638  |  -1.055813  |  -0.901995
9.725  |  -0.414454  |  -1.125681  |  -1.874471  |  -1.976451  |  -3.313972  |  -2.606089  |  -1.699750  |  -1.793410  |  -0.950316  |  -1.166764
9.750  |  -0.698540  |  -0.953486  |  -2.090097  |  -1.920357  |  -3.242583  |  -2.652126  |  -1.535122  |  -1.995990  |  -0.857615  |  -1.414886
9.775  |  -0.977699  |  -0.791400  |  -2.290061  |  -1.882115  |  -3.147803  |  -2.692653  |  -1.389741  |  -2.179086  |  -0.785657  |  -1.638966
9.800  |  -1.242854  |  -0.649476  |  -2.466964  |  -1.864168  |  -3.032072  |  -2.723704  |  -1.270099  |  -2.335386  |  -0.741328  |  -1.832477
9.825  |  -1.485541  |  -0.536807  |  -2.614487  |  -1.867907  |  -2.898470  |  -2.741579  |  -1.181586  |  -2.458910  |  -0.730109  |  -1.990017
9.850  |  -1.698239  |  -0.461119  |  -2.727671  |  -1.893585  |  -2.750604  |  -2.743042  |  -1.128233  |  -2.545292  |  -0.755798  |  -2.107514
9.875  |  -1.874655  |  -0.428416  |  -2.803137  |  -1.940293  |  -2.592484  |  -2.725495  |  -1.112513  |  -2.591988  |  -0.820311  |  -2.182375
9.900  |  -2.009965  |  -0.442713  |  -2.839227  |  -2.005981  |  -2.428373  |  -2.687123  |  -1.135221  |  -2.598391  |  -0.923572  |  -2.213576
9.925  |  -2.100983  |  -0.505850  |  -2.836071  |  -2.087543  |  -2.262637  |  -2.627006  |  -1.195419  |  -2.565861  |  -1.063489  |  -2.201690
9.950  |  -2.146264  |  -0.617405  |  -2.795558  |  -2.180946  |  -2.099588  |  -2.545190  |  -1.290470  |  -2.497648  |  -1.236038  |  -2.148842
9.975  |  -2.146136  |  -0.774713  |  -2.721236  |  -2.281405  |  -1.943322  |  -2.442707  |  -1.416148  |  -2.398734  |  -1.435422  |  -2.058603
10.000  |  -2.102659  |  -0.972975  |  -2.618129  |  -2.383597  |  -1.797586  |  -2.321554  |  -1.566815  |  -2.275581  |  -1.654324  |  -1.935828
