Tempo  |   x001(t)   |   x002(t)   |   x003(t)   |   x004(t)   |   x005(t) 
9.150  |   2.221716  |   0.540537  |  -0.944689  |  -5.752632  |  -0.537759
9.175  |   2.212313  |   0.841903  |  -1.763960  |  -4.096166  |  -1.539376
9.200  |   2.155116  |   1.124644  |  -2.580690  |  -2.364974  |  -2.555791
9.225  |   2.055515  |   1.368401  |  -3.341112  |  -0.639855  |  -3.527819
9.250  |   1.919502  |   1.554130  |  -3.993757  |   1.000106  |  -4.397779
9.275  |   1.753255  |   1.665457  |  -4.492410  |   2.481619  |  -5.112552
9.300  |   1.562742  |   1.689880  |  -4.798787  |   3.740935  |  -5.626414
9.325  |   1.353401  |   1.619746  |  -4.884791  |   4.727074  |  -5.903468
9.350  |   1.129879  |   1.452941  |  -4.734199  |   5.404361  |  -5.919587
9.375  |   0.895885  |   1.193249  |  -4.343698  |   5.754127  |  -5.663728
9.400  |   0.654144  |   0.850338  |  -3.723213  |   5.775501  |  -5.138575
9.425  |   0.406450  |   0.439387  |  -2.895484  |   5.485250  |  -4.360468
9.450  |   0.153829  |  -0.019641  |  -1.894936  |   4.916669  |  -3.358624
9.475  |  -0.103213  |  -0.503034  |  -0.765890  |   4.117602  |  -2.173689
9.500  |  -0.364388  |  -0.984625  |   0.439787  |   3.147689  |  -0.855707
9.525  |  -0.629266  |  -1.437260  |   1.665463  |   2.074991  |   0.538396
9.550  |  -0.896926  |  -1.834363  |   2.852804  |   0.972190  |   1.947679
9.575  |  -1.165608  |  -2.151502  |   3.944941  |  -0.087450  |   3.310252
9.600  |  -1.432436  |  -2.367860  |   4.889580  |  -1.034129  |   4.566375
9.625  |  -1.693205  |  -2.467529  |   5.641870  |  -1.805345  |   5.661444
9.650  |  -1.942279  |  -2.440536  |   6.166875  |  -2.349322  |   6.548697
9.675  |  -2.172603  |  -2.283544  |   6.441508  |  -2.627836  |   7.191499
9.700  |  -2.375852  |  -2.000184  |   6.455830  |  -2.618299  |   7.565106
9.725  |  -2.542702  |  -1.600972  |   6.213623  |  -2.314973  |   7.657795
9.750  |  -2.663220  |  -1.102841  |   5.732211  |  -1.729281  |   7.471333
9.775  |  -2.727366  |  -0.528278  |   5.041548  |  -0.889166  |   7.020737
9.800  |  -2.725569  |   0.095871  |   4.182596  |   0.162441  |   6.333369
9.825  |  -2.649348  |   0.739868  |   3.205104  |   1.369965  |   5.447395
9.850  |  -2.491948  |   1.372746  |   2.164903  |   2.668216  |   4.409713
9.875  |  -2.248941  |   1.964062  |   1.120847  |   3.985946  |   3.273451
9.900  |  -1.918763  |   2.485658  |   0.131604  |   5.249718  |   2.095169
9.925  |  -1.503141  |   2.913305  |  -0.747569  |   6.387907  |   0.931926
9.950  |  -1.007374  |   3.228149  |  -1.467850  |   7.334595  |  -0.161647
9.975  |  -0.440450  |   3.417864  |  -1.989538  |   8.033157  |  -1.136105
10.000  |   0.185026  |   3.477441  |  -2.284235  |   8.439351  |  -1.949642
