Tempo  |    x1(t)    |    x2(t)    |    x3(t)    |    x4(t)    |    x5(t)    |    x6(t)    |    x7(t)    |    x8(t)    |    x9(t)    |    x10(t)  
1.975  |  +0.025924  |  -0.047403  |  +0.067148  |  -0.079892  |  +0.087244  |  -0.087244  |  +0.079892  |  -0.067148  |  +0.047403  |  -0.025924
2.000  |  +0.052194  |  -0.095438  |  +0.135191  |  -0.160849  |  +0.175652  |  -0.175652  |  +0.160849  |  -0.135191  |  +0.095438  |  -0.052194
2.025  |  +0.075917  |  -0.138816  |  +0.196636  |  -0.233957  |  +0.255488  |  -0.255488  |  +0.233957  |  -0.196636  |  +0.138816  |  -0.075917
2.050  |  +0.095936  |  -0.175420  |  +0.248486  |  -0.295647  |  +0.322857  |  -0.322857  |  +0.295647  |  -0.248486  |  +0.175420  |  -0.095936
2.075  |  +0.111272  |  -0.203463  |  +0.288210  |  -0.342911  |  +0.374470  |  -0.374470  |  +0.342911  |  -0.288210  |  +0.203463  |  -0.111272
2.100  |  +0.121179  |  -0.221577  |  +0.313870  |  -0.373440  |  +0.407809  |  -0.407809  |  +0.373440  |  -0.313870  |  +0.221577  |  -0.121179
2.125  |  +0.125172  |  -0.228879  |  +0.324213  |  -0.385746  |  +0.421247  |  -0.421247  |  +0.385746  |  -0.324213  |  +0.228879  |  -0.125172
2.150  |  +0.123057  |  -0.225011  |  +0.318734  |  -0.379228  |  +0.414129  |  -0.414129  |  +0.379228  |  -0.318734  |  +0.225011  |  -0.123057
2.175  |  +0.114937  |  -0.210163  |  +0.297702  |  -0.354203  |  +0.386802  |  -0.386802  |  +0.354203  |  -0.297702  |  +0.210163  |  -0.114937
2.200  |  +0.101208  |  -0.185059  |  +0.262141  |  -0.311894  |  +0.340598  |  -0.340598  |  +0.311894  |  -0.262141  |  +0.185059  |  -0.101208
2.225  |  +0.082540  |  -0.150925  |  +0.213789  |  -0.254364  |  +0.277774  |  -0.277774  |  +0.254364  |  -0.213789  |  +0.150925  |  -0.082540
2.250  |  +0.059844  |  -0.109425  |  +0.155003  |  -0.184422  |  +0.201394  |  -0.201394  |  +0.184422  |  -0.155003  |  +0.109425  |  -0.059844
2.275  |  +0.034227  |  -0.062585  |  +0.088654  |  -0.105479  |  +0.115187  |  -0.115187  |  +0.105479  |  -0.088654  |  +0.062585  |  -0.034227
2.300  |  +0.006941  |  -0.012691  |  +0.017978  |  -0.021390  |  +0.023358  |  -0.023358  |  +0.021390  |  -0.017978  |  +0.012691  |  -0.006941
2.325  |  -0.020684  |  +0.037822  |  -0.053575  |  +0.063743  |  -0.069610  |  +0.069610  |  -0.063743  |  +0.053575  |  -0.037822  |  +0.020684
2.350  |  -0.047300  |  +0.086489  |  -0.122514  |  +0.145766  |  -0.159181  |  +0.159181  |  -0.145766  |  +0.122514  |  -0.086489  |  +0.047300
2.375  |  -0.071608  |  +0.130936  |  -0.185474  |  +0.220676  |  -0.240985  |  +0.240985  |  -0.220676  |  +0.185474  |  -0.130936  |  +0.071608
2.400  |  -0.092421  |  +0.168993  |  -0.239383  |  +0.284816  |  -0.311028  |  +0.311028  |  -0.284816  |  +0.239383  |  -0.168993  |  +0.092421
2.425  |  -0.108724  |  +0.198803  |  -0.281610  |  +0.335058  |  -0.365894  |  +0.365894  |  -0.335058  |  +0.281610  |  -0.198803  |  +0.108724
2.450  |  -0.119722  |  +0.218912  |  -0.310095  |  +0.368949  |  -0.402904  |  +0.402904  |  -0.368949  |  +0.310095  |  -0.218912  |  +0.119722
2.475  |  -0.124877  |  +0.228338  |  -0.323447  |  +0.384835  |  -0.420253  |  +0.420253  |  -0.384835  |  +0.323447  |  -0.228338  |  +0.124877
2.500  |  -0.123938  |  +0.226622  |  -0.321016  |  +0.381942  |  -0.417093  |  +0.417093  |  -0.381942  |  +0.321016  |  -0.226622  |  +0.123938
2.525  |  -0.116951  |  +0.213846  |  -0.302918  |  +0.360410  |  -0.393580  |  +0.393580  |  -0.360410  |  +0.302918  |  -0.213846  |  +0.116951
2.550  |  -0.104257  |  +0.190635  |  -0.270039  |  +0.321291  |  -0.350860  |  +0.350860  |  -0.321291  |  +0.270039  |  -0.190635  |  +0.104257
2.575  |  -0.086475  |  +0.158121  |  -0.223982  |  +0.266492  |  -0.291018  |  +0.291018  |  -0.266492  |  +0.223982  |  -0.158121  |  +0.086475
2.600  |  -0.064473  |  +0.117890  |  -0.166995  |  +0.198689  |  -0.216975  |  +0.216975  |  -0.198689  |  +0.166995  |  -0.117890  |  +0.064473
2.625  |  -0.039325  |  +0.071907  |  -0.101858  |  +0.121190  |  -0.132343  |  +0.132343  |  -0.121190  |  +0.101858  |  -0.071907  |  +0.039325
2.650  |  -0.012258  |  +0.022415  |  -0.031751  |  +0.037777  |  -0.041254  |  +0.041254  |  -0.037777  |  +0.031751  |  -0.022415  |  +0.012258
2.675  |  +0.015407  |  -0.028172  |  +0.039906  |  -0.047480  |  +0.051849  |  -0.051849  |  +0.047480  |  -0.039906  |  +0.028172  |  -0.015407
2.700  |  +0.042320  |  -0.077383  |  +0.109615  |  -0.130419  |  +0.142422  |  -0.142422  |  +0.130419  |  -0.109615  |  +0.077383  |  -0.042320
2.725  |  +0.067168  |  -0.122818  |  +0.173975  |  -0.206994  |  +0.226045  |  -0.226045  |  +0.206994  |  -0.173975  |  +0.122818  |  -0.067168
2.750  |  +0.088739  |  -0.162260  |  +0.229845  |  -0.273468  |  +0.298636  |  -0.298636  |  +0.273468  |  -0.229845  |  +0.162260  |  -0.088739
2.775  |  +0.105979  |  -0.193783  |  +0.274499  |  -0.326597  |  +0.356655  |  -0.356655  |  +0.326597  |  -0.274499  |  +0.193783  |  -0.105979
2.800  |  +0.118047  |  -0.215850  |  +0.305758  |  -0.363788  |  +0.397269  |  -0.397269  |  +0.363788  |  -0.305758  |  +0.215850  |  -0.118047
2.825  |  +0.124355  |  -0.227384  |  +0.322095  |  -0.383227  |  +0.418496  |  -0.418496  |  +0.383227  |  -0.322095  |  +0.227384  |  -0.124355
2.850  |  +0.124594  |  -0.227821  |  +0.322715  |  -0.383964  |  +0.419301  |  -0.419301  |  +0.383964  |  -0.322715  |  +0.227821  |  -0.124594
2.875  |  +0.118753  |  -0.217141  |  +0.307586  |  -0.365964  |  +0.399644  |  -0.399644  |  +0.365964  |  -0.307586  |  +0.217141  |  -0.118753
2.900  |  +0.107117  |  -0.195865  |  +0.277447  |  -0.330105  |  +0.360485  |  -0.360485  |  +0.330105  |  -0.277447  |  +0.195865  |  -0.107117
2.925  |  +0.090254  |  -0.165030  |  +0.233769  |  -0.278137  |  +0.303735  |  -0.303735  |  +0.278137  |  -0.233769  |  +0.165030  |  -0.090254
2.950  |  +0.068986  |  -0.126142  |  +0.178683  |  -0.212596  |  +0.232162  |  -0.232162  |  +0.212596  |  -0.178683  |  +0.126142  |  -0.068986
2.975  |  +0.044352  |  -0.081098  |  +0.114878  |  -0.136681  |  +0.149260  |  -0.149260  |  +0.136681  |  -0.114878  |  +0.081098  |  -0.044352
3.000  |  +0.017554  |  -0.032097  |  +0.045466  |  -0.054096  |  +0.059074  |  -0.059074  |  +0.054096  |  -0.045466  |  +0.032097  |  -0.017554
3.025  |  -0.010101  |  +0.018470  |  -0.026164  |  +0.031130  |  -0.033995  |  +0.033995  |  -0.031130  |  +0.026164  |  -0.018470  |  +0.010101
3.050  |  -0.037263  |  +0.068137  |  -0.096517  |  +0.114836  |  -0.125404  |  +0.125404  |  -0.114836  |  +0.096517  |  -0.068137  |  +0.037263
3.075  |  -0.062607  |  +0.114478  |  -0.162161  |  +0.192938  |  -0.210694  |  +0.210694  |  -0.192938  |  +0.162161  |  -0.114478  |  +0.062607
3.100  |  -0.084896  |  +0.155232  |  -0.219891  |  +0.261625  |  -0.285703  |  +0.285703  |  -0.261625  |  +0.219891  |  -0.155232  |  +0.084896
3.125  |  -0.103041  |  +0.188412  |  -0.266890  |  +0.317544  |  -0.346769  |  +0.346769  |  -0.317544  |  +0.266890  |  -0.188412  |  +0.103041
3.150  |  -0.116158  |  +0.212397  |  -0.300866  |  +0.357968  |  -0.390913  |  +0.390913  |  -0.357968  |  +0.300866  |  -0.212397  |  +0.116158
3.175  |  -0.123607  |  +0.226017  |  -0.320159  |  +0.380923  |  -0.415981  |  +0.415981  |  -0.380923  |  +0.320159  |  -0.226017  |  +0.123607
3.200  |  -0.125024  |  +0.228608  |  -0.323829  |  +0.385289  |  -0.420749  |  +0.420749  |  -0.385289  |  +0.323829  |  -0.228608  |  +0.125024
3.225  |  -0.120340  |  +0.220043  |  -0.311696  |  +0.370854  |  -0.404984  |  +0.404984  |  -0.370854  |  +0.311696  |  -0.220043  |  +0.120340
3.250  |  -0.109783  |  +0.200739  |  -0.284352  |  +0.338321  |  -0.369457  |  +0.369457  |  -0.338321  |  +0.284352  |  -0.200739  |  +0.109783
3.275  |  -0.093869  |  +0.171640  |  -0.243133  |  +0.289278  |  -0.315901  |  +0.315901  |  -0.289278  |  +0.243133  |  -0.171640  |  +0.093869
3.300  |  -0.073374  |  +0.134165  |  -0.190048  |  +0.226118  |  -0.246928  |  +0.246928  |  -0.226118  |  +0.190048  |  -0.134165  |  +0.073374
3.325  |  -0.049298  |  +0.090143  |  -0.127689  |  +0.151924  |  -0.165906  |  +0.165906  |  -0.151924  |  +0.127689  |  -0.090143  |  +0.049298
3.350  |  -0.022817  |  +0.041721  |  -0.059099  |  +0.070316  |  -0.076787  |  +0.076787  |  -0.070316  |  +0.059099  |  -0.041721  |  +0.022817
3.375  |  +0.004778  |  -0.008736  |  +0.012375  |  -0.014723  |  +0.016078  |  -0.016078  |  +0.014723  |  -0.012375  |  +0.008736  |  -0.004778
3.400  |  +0.032139  |  -0.058767  |  +0.083245  |  -0.099044  |  +0.108159  |  -0.108159  |  +0.099044  |  -0.083245  |  +0.058767  |  -0.032139
3.425  |  +0.057932  |  -0.105930  |  +0.150052  |  -0.178531  |  +0.194962  |  -0.194962  |  +0.178531  |  -0.150052  |  +0.105930  |  -0.057932
3.450  |  +0.080898  |  -0.147924  |  +0.209538  |  -0.249307  |  +0.272251  |  -0.272251  |  +0.249307  |  -0.209538  |  +0.147924  |  -0.080898
3.475  |  +0.099917  |  -0.182699  |  +0.258798  |  -0.307916  |  +0.336254  |  -0.336254  |  +0.307916  |  -0.258798  |  +0.182699  |  -0.099917
3.500  |  +0.114059  |  -0.208559  |  +0.295429  |  -0.351499  |  +0.383848  |  -0.383848  |  +0.351499  |  -0.295429  |  +0.208559  |  -0.114059
3.525  |  +0.122636  |  -0.224241  |  +0.317643  |  -0.377929  |  +0.412711  |  -0.412711  |  +0.377929  |  -0.317643  |  +0.224241  |  -0.122636
3.550  |  +0.125227  |  -0.228980  |  +0.324356  |  -0.385916  |  +0.421433  |  -0.421433  |  +0.385916  |  -0.324356  |  +0.228980  |  -0.125227
3.575  |  +0.121708  |  -0.222545  |  +0.315241  |  -0.375071  |  +0.409590  |  -0.409590  |  +0.375071  |  -0.315241  |  +0.222545  |  -0.121708
3.600  |  +0.112250  |  -0.205250  |  +0.290742  |  -0.345923  |  +0.377759  |  -0.377759  |  +0.345923  |  -0.290742  |  +0.205250  |  -0.112250
3.625  |  +0.097314  |  -0.177939  |  +0.252055  |  -0.299894  |  +0.327494  |  -0.327494  |  +0.299894  |  -0.252055  |  +0.177939  |  -0.097314
3.650  |  +0.077628  |  -0.141945  |  +0.201068  |  -0.239230  |  +0.261247  |  -0.261247  |  +0.239230  |  -0.201068  |  +0.141945  |  -0.077628
3.675  |  +0.054155  |  -0.099023  |  +0.140269  |  -0.166891  |  +0.182251  |  -0.182251  |  +0.166891  |  -0.140269  |  +0.099023  |  -0.054155
3.700  |  +0.028039  |  -0.051270  |  +0.072625  |  -0.086409  |  +0.094362  |  -0.094362  |  +0.086409  |  -0.072625  |  +0.051270  |  -0.028039
3.725  |  +0.000555  |  -0.001015  |  +0.001437  |  -0.001710  |  +0.001867  |  -0.001867  |  +0.001710  |  -0.001437  |  +0.001015  |  -0.000555
3.750  |  -0.026957  |  +0.049290  |  -0.069821  |  +0.083073  |  -0.090718  |  +0.090718  |  -0.083073  |  +0.069821  |  -0.049290  |  +0.026957
3.775  |  -0.053152  |  +0.097190  |  -0.137672  |  +0.163801  |  -0.178876  |  +0.178876  |  -0.163801  |  +0.137672  |  -0.097190  |  +0.053152
3.800  |  -0.076755  |  +0.140347  |  -0.198805  |  +0.236537  |  -0.258306  |  +0.258306  |  -0.236537  |  +0.198805  |  -0.140347  |  +0.076755
3.825  |  -0.096611  |  +0.176655  |  -0.250236  |  +0.297729  |  -0.325130  |  +0.325130  |  -0.297729  |  +0.250236  |  -0.176655  |  +0.096611
3.850  |  -0.111753  |  +0.204342  |  -0.289456  |  +0.344392  |  -0.376088  |  +0.376088  |  -0.344392  |  +0.289456  |  -0.204342  |  +0.111753
3.875  |  -0.121442  |  +0.222057  |  -0.314550  |  +0.374250  |  -0.408693  |  +0.408693  |  -0.374250  |  +0.314550  |  -0.222057  |  +0.121442
3.900  |  -0.125204  |  +0.228937  |  -0.324295  |  +0.385844  |  -0.421354  |  +0.421354  |  -0.385844  |  +0.324295  |  -0.228937  |  +0.125204
3.925  |  -0.122856  |  +0.224644  |  -0.318214  |  +0.378609  |  -0.413453  |  +0.413453  |  -0.378609  |  +0.318214  |  -0.224644  |  +0.122856
3.950  |  -0.114513  |  +0.209389  |  -0.296604  |  +0.352898  |  -0.385376  |  +0.385376  |  -0.352898  |  +0.296604  |  -0.209389  |  +0.114513
3.975  |  -0.100582  |  +0.183915  |  -0.260521  |  +0.309966  |  -0.338493  |  +0.338493  |  -0.309966  |  +0.260521  |  -0.183915  |  +0.100582
4.000  |  -0.081742  |  +0.149467  |  -0.211724  |  +0.251908  |  -0.275091  |  +0.275091  |  -0.251908  |  +0.211724  |  -0.149467  |  +0.081742
4.025  |  -0.058914  |  +0.107725  |  -0.152595  |  +0.181556  |  -0.198266  |  +0.198266  |  -0.181556  |  +0.152595  |  -0.107725  |  +0.058914
4.050  |  -0.033210  |  +0.060726  |  -0.086019  |  +0.102345  |  -0.111764  |  +0.111764  |  -0.102345  |  +0.086019  |  -0.060726  |  +0.033210
4.075  |  -0.005886  |  +0.010763  |  -0.015246  |  +0.018140  |  -0.019809  |  +0.019809  |  -0.018140  |  +0.015246  |  -0.010763  |  +0.005886
