Tempo  |    x1(t)    |    x2(t)    |    x3(t)    |    x4(t)    |    x5(t)    |    x6(t)    |    x7(t)    |    x8(t)    |    x9(t)    |    x10(t)  
4.100  |  +0.021725  |  -0.039725  |  +0.056271  |  -0.066951  |  +0.073112  |  -0.073112  |  +0.066951  |  -0.056271  |  +0.039725  |  -0.021725
4.125  |  +0.048276  |  -0.088274  |  +0.125042  |  -0.148774  |  +0.162466  |  -0.162466  |  +0.148774  |  -0.125042  |  +0.088274  |  -0.048276
4.150  |  +0.072472  |  -0.132515  |  +0.187711  |  -0.223338  |  +0.243892  |  -0.243892  |  +0.223338  |  -0.187711  |  +0.132515  |  -0.072472
4.175  |  +0.093130  |  -0.170290  |  +0.241220  |  -0.287002  |  +0.313416  |  -0.313416  |  +0.287002  |  -0.241220  |  +0.170290  |  -0.093130
4.200  |  +0.109244  |  -0.199755  |  +0.282958  |  -0.336661  |  +0.367645  |  -0.367645  |  +0.336661  |  -0.282958  |  +0.199755  |  -0.109244
4.225  |  +0.120027  |  -0.219472  |  +0.310887  |  -0.369891  |  +0.403934  |  -0.403934  |  +0.369891  |  -0.310887  |  +0.219472  |  -0.120027
4.250  |  +0.124953  |  -0.228478  |  +0.323645  |  -0.385071  |  +0.420510  |  -0.420510  |  +0.385071  |  -0.323645  |  +0.228478  |  -0.124953
4.275  |  +0.123781  |  -0.226335  |  +0.320610  |  -0.381460  |  +0.416566  |  -0.416566  |  +0.381460  |  -0.320610  |  +0.226335  |  -0.123781
4.300  |  +0.116569  |  -0.213147  |  +0.301929  |  -0.359233  |  +0.392294  |  -0.392294  |  +0.359233  |  -0.301929  |  +0.213147  |  -0.116569
4.325  |  +0.103668  |  -0.189558  |  +0.268514  |  -0.319476  |  +0.348878  |  -0.348878  |  +0.319476  |  -0.268514  |  +0.189558  |  -0.103668
4.350  |  +0.085708  |  -0.156718  |  +0.221996  |  -0.264129  |  +0.288437  |  -0.288437  |  +0.264129  |  -0.221996  |  +0.156718  |  -0.085708
4.375  |  +0.063566  |  -0.116231  |  +0.164644  |  -0.195892  |  +0.213921  |  -0.213921  |  +0.195892  |  -0.164644  |  +0.116231  |  -0.063566
4.400  |  +0.038321  |  -0.070071  |  +0.099258  |  -0.118096  |  +0.128965  |  -0.128965  |  +0.118096  |  -0.099258  |  +0.070071  |  -0.038321
4.425  |  +0.011207  |  -0.020492  |  +0.029028  |  -0.034537  |  +0.037716  |  -0.037716  |  +0.034537  |  -0.029028  |  +0.020492  |  -0.011207
4.450  |  -0.016454  |  +0.030087  |  -0.042619  |  +0.050707  |  -0.055374  |  +0.055374  |  -0.050707  |  +0.042619  |  -0.030087  |  +0.016454
4.475  |  -0.043313  |  +0.079197  |  -0.112185  |  +0.133477  |  -0.145762  |  +0.145762  |  -0.133477  |  +0.112185  |  -0.079197  |  +0.043313
4.500  |  -0.068057  |  +0.124443  |  -0.176277  |  +0.209734  |  -0.229036  |  +0.229036  |  -0.209734  |  +0.176277  |  -0.124443  |  +0.068057
4.525  |  -0.089481  |  +0.163617  |  -0.231767  |  +0.275755  |  -0.301133  |  +0.301133  |  -0.275755  |  +0.231767  |  -0.163617  |  +0.089481
4.550  |  -0.106538  |  +0.194805  |  -0.275947  |  +0.328320  |  -0.358536  |  +0.358536  |  -0.328320  |  +0.275947  |  -0.194805  |  +0.106538
4.575  |  -0.118396  |  +0.216488  |  -0.306661  |  +0.364863  |  -0.398442  |  +0.398442  |  -0.364863  |  +0.306661  |  -0.216488  |  +0.118396
4.600  |  -0.124476  |  +0.227606  |  -0.322409  |  +0.383600  |  -0.418904  |  +0.418904  |  -0.383600  |  +0.322409  |  -0.227606  |  +0.124476
4.625  |  -0.124482  |  +0.227617  |  -0.322425  |  +0.383619  |  -0.418924  |  +0.418924  |  -0.383619  |  +0.322425  |  -0.227617  |  +0.124482
4.650  |  -0.118413  |  +0.216520  |  -0.306706  |  +0.364917  |  -0.398501  |  +0.398501  |  -0.364917  |  +0.306706  |  -0.216520  |  +0.118413
4.675  |  -0.106566  |  +0.194857  |  -0.276020  |  +0.328407  |  -0.358631  |  +0.358631  |  -0.328407  |  +0.276020  |  -0.194857  |  +0.106566
4.700  |  -0.089518  |  +0.163685  |  -0.231865  |  +0.275871  |  -0.301260  |  +0.301260  |  -0.275871  |  +0.231865  |  -0.163685  |  +0.089518
4.725  |  -0.068102  |  +0.124526  |  -0.176394  |  +0.209873  |  -0.229188  |  +0.229188  |  -0.209873  |  +0.176394  |  -0.124526  |  +0.068102
4.750  |  -0.043363  |  +0.079290  |  -0.112316  |  +0.133633  |  -0.145931  |  +0.145931  |  -0.133633  |  +0.112316  |  -0.079290  |  +0.043363
4.775  |  -0.016508  |  +0.030184  |  -0.042757  |  +0.050872  |  -0.055553  |  +0.055553  |  -0.050872  |  +0.042757  |  -0.030184  |  +0.016508
4.800  |  +0.011154  |  -0.020394  |  +0.028889  |  -0.034372  |  +0.037535  |  -0.037535  |  +0.034372  |  -0.028889  |  +0.020394  |  -0.011154
4.825  |  +0.038270  |  -0.069978  |  +0.099125  |  -0.117938  |  +0.128793  |  -0.128793  |  +0.117938  |  -0.099125  |  +0.069978  |  -0.038270
4.850  |  +0.063519  |  -0.116146  |  +0.164524  |  -0.195749  |  +0.213765  |  -0.213765  |  +0.195749  |  -0.164524  |  +0.116146  |  -0.063519
4.875  |  +0.085669  |  -0.156647  |  +0.221894  |  -0.264008  |  +0.288305  |  -0.288305  |  +0.264008  |  -0.221894  |  +0.156647  |  -0.085669
4.900  |  +0.103638  |  -0.189503  |  +0.268436  |  -0.319383  |  +0.348777  |  -0.348777  |  +0.319383  |  -0.268436  |  +0.189503  |  -0.103638
4.925  |  +0.116549  |  -0.213111  |  +0.301878  |  -0.359172  |  +0.392228  |  -0.392228  |  +0.359172  |  -0.301878  |  +0.213111  |  -0.116549
4.950  |  +0.123773  |  -0.226320  |  +0.320589  |  -0.381434  |  +0.416539  |  -0.416539  |  +0.381434  |  -0.320589  |  +0.226320  |  -0.123773
4.975  |  +0.124957  |  -0.228485  |  +0.323655  |  -0.385082  |  +0.420523  |  -0.420523  |  +0.385082  |  -0.323655  |  +0.228485  |  -0.124957
5.000  |  +0.120043  |  -0.219500  |  +0.310927  |  -0.369939  |  +0.403985  |  -0.403985  |  +0.369939  |  -0.310927  |  +0.219500  |  -0.120043
5.025  |  +0.109271  |  -0.199803  |  +0.283026  |  -0.336742  |  +0.367734  |  -0.367734  |  +0.336742  |  -0.283026  |  +0.199803  |  -0.109271
5.050  |  +0.093166  |  -0.170356  |  +0.241313  |  -0.287113  |  +0.313537  |  -0.313537  |  +0.287113  |  -0.241313  |  +0.170356  |  -0.093166
5.075  |  +0.072515  |  -0.132595  |  +0.187825  |  -0.223473  |  +0.244039  |  -0.244039  |  +0.223473  |  -0.187825  |  +0.132595  |  -0.072515
5.100  |  +0.048326  |  -0.088364  |  +0.125171  |  -0.148927  |  +0.162633  |  -0.162633  |  +0.148927  |  -0.125171  |  +0.088364  |  -0.048326
5.125  |  +0.021778  |  -0.039821  |  +0.056408  |  -0.067114  |  +0.073291  |  -0.073291  |  +0.067114  |  -0.056408  |  +0.039821  |  -0.021778
5.150  |  -0.005833  |  +0.010665  |  -0.015107  |  +0.017974  |  -0.019629  |  +0.019629  |  -0.017974  |  +0.015107  |  -0.010665  |  +0.005833
5.175  |  -0.033159  |  +0.060631  |  -0.085885  |  +0.102186  |  -0.111590  |  +0.111590  |  -0.102186  |  +0.085885  |  -0.060631  |  +0.033159
5.200  |  -0.058866  |  +0.107638  |  -0.152472  |  +0.181410  |  -0.198106  |  +0.198106  |  -0.181410  |  +0.152472  |  -0.107638  |  +0.058866
5.225  |  -0.081702  |  +0.149392  |  -0.211618  |  +0.251782  |  -0.274954  |  +0.274954  |  -0.251782  |  +0.211618  |  -0.149392  |  +0.081702
5.250  |  -0.100550  |  +0.183857  |  -0.260438  |  +0.309867  |  -0.338385  |  +0.338385  |  -0.309867  |  +0.260438  |  -0.183857  |  +0.100550
5.275  |  -0.114491  |  +0.209349  |  -0.296548  |  +0.352831  |  -0.385303  |  +0.385303  |  -0.352831  |  +0.296548  |  -0.209349  |  +0.114491
5.300  |  -0.122846  |  +0.224625  |  -0.318187  |  +0.378576  |  -0.413418  |  +0.413418  |  -0.378576  |  +0.318187  |  -0.224625  |  +0.122846
5.325  |  -0.125205  |  +0.228939  |  -0.324298  |  +0.385848  |  -0.421358  |  +0.421358  |  -0.385848  |  +0.324298  |  -0.228939  |  +0.125205
5.350  |  -0.121455  |  +0.222081  |  -0.314584  |  +0.374290  |  -0.408737  |  +0.408737  |  -0.374290  |  +0.314584  |  -0.222081  |  +0.121455
5.375  |  -0.111777  |  +0.204386  |  -0.289518  |  +0.344467  |  -0.376169  |  +0.376169  |  -0.344467  |  +0.289518  |  -0.204386  |  +0.111777
5.400  |  -0.096645  |  +0.176717  |  -0.250324  |  +0.297834  |  -0.325245  |  +0.325245  |  -0.297834  |  +0.250324  |  -0.176717  |  +0.096645
5.425  |  -0.076797  |  +0.140424  |  -0.198915  |  +0.236667  |  -0.258449  |  +0.258449  |  -0.236667  |  +0.198915  |  -0.140424  |  +0.076797
5.450  |  -0.053201  |  +0.097279  |  -0.137798  |  +0.163951  |  -0.179040  |  +0.179040  |  -0.163951  |  +0.137798  |  -0.097279  |  +0.053201
5.475  |  -0.027009  |  +0.049386  |  -0.069957  |  +0.083234  |  -0.090895  |  +0.090895  |  -0.083234  |  +0.069957  |  -0.049386  |  +0.027009
5.500  |  +0.000501  |  -0.000916  |  +0.001298  |  -0.001544  |  +0.001686  |  -0.001686  |  +0.001544  |  -0.001298  |  +0.000916  |  -0.000501
5.525  |  +0.027987  |  -0.051174  |  +0.072490  |  -0.086248  |  +0.094185  |  -0.094185  |  +0.086248  |  -0.072490  |  +0.051174  |  -0.027987
5.550  |  +0.054107  |  -0.098935  |  +0.140144  |  -0.166742  |  +0.182088  |  -0.182088  |  +0.166742  |  -0.140144  |  +0.098935  |  -0.054107
5.575  |  +0.077586  |  -0.141867  |  +0.200959  |  -0.239100  |  +0.261105  |  -0.261105  |  +0.239100  |  -0.200959  |  +0.141867  |  -0.077586
5.600  |  +0.097280  |  -0.177877  |  +0.251968  |  -0.299789  |  +0.327380  |  -0.327380  |  +0.299789  |  -0.251968  |  +0.177877  |  -0.097280
5.625  |  +0.112226  |  -0.205206  |  +0.290680  |  -0.345849  |  +0.377679  |  -0.377679  |  +0.345849  |  -0.290680  |  +0.205206  |  -0.112226
5.650  |  +0.121696  |  -0.222522  |  +0.315208  |  -0.375032  |  +0.409547  |  -0.409547  |  +0.375032  |  -0.315208  |  +0.222522  |  -0.121696
5.675  |  +0.125226  |  -0.228978  |  +0.324354  |  -0.385914  |  +0.421430  |  -0.421430  |  +0.385914  |  -0.324354  |  +0.228978  |  -0.125226
5.700  |  +0.122646  |  -0.224261  |  +0.317671  |  -0.377963  |  +0.412747  |  -0.412747  |  +0.377963  |  -0.317671  |  +0.224261  |  -0.122646
5.725  |  +0.114081  |  -0.208599  |  +0.295486  |  -0.351567  |  +0.383923  |  -0.383923  |  +0.351567  |  -0.295486  |  +0.208599  |  -0.114081
5.750  |  +0.099949  |  -0.182758  |  +0.258882  |  -0.308016  |  +0.336363  |  -0.336363  |  +0.308016  |  -0.258882  |  +0.182758  |  -0.099949
5.775  |  +0.080939  |  -0.147999  |  +0.209644  |  -0.249433  |  +0.272389  |  -0.272389  |  +0.249433  |  -0.209644  |  +0.147999  |  -0.080939
5.800  |  +0.057980  |  -0.106017  |  +0.150176  |  -0.178678  |  +0.195123  |  -0.195123  |  +0.178678  |  -0.150176  |  +0.106017  |  -0.057980
5.825  |  +0.032191  |  -0.058862  |  +0.083379  |  -0.099204  |  +0.108334  |  -0.108334  |  +0.099204  |  -0.083379  |  +0.058862  |  -0.032191
5.850  |  +0.004831  |  -0.008834  |  +0.012514  |  -0.014889  |  +0.016259  |  -0.016259  |  +0.014889  |  -0.012514  |  +0.008834  |  -0.004831
5.875  |  -0.022764  |  +0.041625  |  -0.058962  |  +0.070153  |  -0.076610  |  +0.076610  |  -0.070153  |  +0.058962  |  -0.041625  |  +0.022764
5.900  |  -0.049249  |  +0.090052  |  -0.127561  |  +0.151772  |  -0.165740  |  +0.165740  |  -0.151772  |  +0.127561  |  -0.090052  |  +0.049249
5.925  |  -0.073330  |  +0.134085  |  -0.189935  |  +0.225984  |  -0.246782  |  +0.246782  |  -0.225984  |  +0.189935  |  -0.134085  |  +0.073330
5.950  |  -0.093833  |  +0.171575  |  -0.243040  |  +0.289168  |  -0.315781  |  +0.315781  |  -0.289168  |  +0.243040  |  -0.171575  |  +0.093833
5.975  |  -0.109757  |  +0.200692  |  -0.284285  |  +0.338241  |  -0.369370  |  +0.369370  |  -0.338241  |  +0.284285  |  -0.200692  |  +0.109757
6.000  |  -0.120325  |  +0.220015  |  -0.311657  |  +0.370808  |  -0.404934  |  +0.404934  |  -0.370808  |  +0.311657  |  -0.220015  |  +0.120325
6.025  |  -0.125021  |  +0.228602  |  -0.323821  |  +0.385280  |  -0.420738  |  +0.420738  |  -0.385280  |  +0.323821  |  -0.228602  |  +0.125021
6.050  |  -0.123616  |  +0.226033  |  -0.320182  |  +0.380950  |  -0.416010  |  +0.416010  |  -0.380950  |  +0.320182  |  -0.226033  |  +0.123616
6.075  |  -0.116178  |  +0.212434  |  -0.300918  |  +0.358030  |  -0.390980  |  +0.390980  |  -0.358030  |  +0.300918  |  -0.212434  |  +0.116178
6.100  |  -0.103072  |  +0.188468  |  -0.266970  |  +0.317639  |  -0.346872  |  +0.346872  |  -0.317639  |  +0.266970  |  -0.188468  |  +0.103072
6.125  |  -0.084935  |  +0.155305  |  -0.219993  |  +0.261746  |  -0.285836  |  +0.285836  |  -0.261746  |  +0.219993  |  -0.155305  |  +0.084935
6.150  |  -0.062654  |  +0.114563  |  -0.162281  |  +0.193081  |  -0.210851  |  +0.210851  |  -0.193081  |  +0.162281  |  -0.114563  |  +0.062654
6.175  |  -0.037315  |  +0.068230  |  -0.096650  |  +0.114994  |  -0.125577  |  +0.125577  |  -0.114994  |  +0.096650  |  -0.068230  |  +0.037315
6.200  |  -0.010155  |  +0.018568  |  -0.026303  |  +0.031295  |  -0.034175  |  +0.034175  |  -0.031295  |  +0.026303  |  -0.018568  |  +0.010155
6.225  |  +0.017500  |  -0.032000  |  +0.045328  |  -0.053932  |  +0.058895  |  -0.058895  |  +0.053932  |  -0.045328  |  +0.032000  |  -0.017500
6.250  |  +0.044302  |  -0.081006  |  +0.114748  |  -0.136526  |  +0.149091  |  -0.149091  |  +0.136526  |  -0.114748  |  +0.081006  |  -0.044302
6.275  |  +0.068941  |  -0.126060  |  +0.178567  |  -0.212458  |  +0.232011  |  -0.232011  |  +0.212458  |  -0.178567  |  +0.126060  |  -0.068941
6.300  |  +0.090216  |  -0.164962  |  +0.233673  |  -0.278022  |  +0.303609  |  -0.303609  |  +0.278022  |  -0.233673  |  +0.164962  |  -0.090216
6.325  |  +0.107089  |  -0.195814  |  +0.277375  |  -0.330019  |  +0.360392  |  -0.360392  |  +0.330019  |  -0.277375  |  +0.195814  |  -0.107089
6.350  |  +0.118736  |  -0.217110  |  +0.307542  |  -0.365911  |  +0.399587  |  -0.399587  |  +0.365911  |  -0.307542  |  +0.217110  |  -0.118736
6.375  |  +0.124588  |  -0.227811  |  +0.322701  |  -0.383947  |  +0.419283  |  -0.419283  |  +0.383947  |  -0.322701  |  +0.227811  |  -0.124588
6.400  |  +0.124361  |  -0.227396  |  +0.322112  |  -0.383246  |  +0.418518  |  -0.418518  |  +0.383246  |  -0.322112  |  +0.227396  |  -0.124361
6.425  |  +0.118065  |  -0.215883  |  +0.305804  |  -0.363844  |  +0.397329  |  -0.397329  |  +0.363844  |  -0.305804  |  +0.215883  |  -0.118065
6.450  |  +0.106007  |  -0.193836  |  +0.274573  |  -0.326685  |  +0.356751  |  -0.356751  |  +0.326685  |  -0.274573  |  +0.193836  |  -0.106007
6.475  |  +0.088777  |  -0.162329  |  +0.229944  |  -0.273585  |  +0.298764  |  -0.298764  |  +0.273585  |  -0.229944  |  +0.162329  |  -0.088777
6.500  |  +0.067214  |  -0.122901  |  +0.174093  |  -0.207134  |  +0.226197  |  -0.226197  |  +0.207134  |  -0.174093  |  +0.122901  |  -0.067214
6.525  |  +0.042371  |  -0.077475  |  +0.109746  |  -0.130575  |  +0.142592  |  -0.142592  |  +0.130575  |  -0.109746  |  +0.077475  |  -0.042371
6.550  |  +0.015460  |  -0.028269  |  +0.040044  |  -0.047644  |  +0.052029  |  -0.052029  |  +0.047644  |  -0.040044  |  +0.028269  |  -0.015460
6.575  |  -0.012205  |  +0.022317  |  -0.031612  |  +0.037612  |  -0.041074  |  +0.041074  |  -0.037612  |  +0.031612  |  -0.022317  |  +0.012205
6.600  |  -0.039274  |  +0.071814  |  -0.101726  |  +0.121033  |  -0.132172  |  +0.132172  |  -0.121033  |  +0.101726  |  -0.071814  |  +0.039274
6.625  |  -0.064427  |  +0.117806  |  -0.166875  |  +0.198547  |  -0.216820  |  +0.216820  |  -0.198547  |  +0.166875  |  -0.117806  |  +0.064427
6.650  |  -0.086436  |  +0.158049  |  -0.223881  |  +0.266372  |  -0.290887  |  +0.290887  |  -0.266372  |  +0.223881  |  -0.158049  |  +0.086436
6.675  |  -0.104227  |  +0.190580  |  -0.269962  |  +0.321199  |  -0.350760  |  +0.350760  |  -0.321199  |  +0.269962  |  -0.190580  |  +0.104227
6.700  |  -0.116932  |  +0.213811  |  -0.302869  |  +0.360351  |  -0.393515  |  +0.393515  |  -0.360351  |  +0.302869  |  -0.213811  |  +0.116932
6.725  |  -0.123930  |  +0.226608  |  -0.320995  |  +0.381918  |  -0.417067  |  +0.417067  |  -0.381918  |  +0.320995  |  -0.226608  |  +0.123930
6.750  |  -0.124881  |  +0.228346  |  -0.323458  |  +0.384848  |  -0.420267  |  +0.420267  |  -0.384848  |  +0.323458  |  -0.228346  |  +0.124881
6.775  |  -0.119737  |  +0.218941  |  -0.310136  |  +0.368997  |  -0.402957  |  +0.402957  |  -0.368997  |  +0.310136  |  -0.218941  |  +0.119737
6.800  |  -0.108751  |  +0.198852  |  -0.281679  |  +0.335140  |  -0.365984  |  +0.365984  |  -0.335140  |  +0.281679  |  -0.198852  |  +0.108751
6.825  |  -0.092457  |  +0.169059  |  -0.239477  |  +0.284928  |  -0.311151  |  +0.311151  |  -0.284928  |  +0.239477  |  -0.169059  |  +0.092457
6.850  |  -0.071652  |  +0.131016  |  -0.185588  |  +0.220811  |  -0.241133  |  +0.241133  |  -0.220811  |  +0.185588  |  -0.131016  |  +0.071652
6.875  |  -0.047350  |  +0.086580  |  -0.122643  |  +0.145920  |  -0.159349  |  +0.159349  |  -0.145920  |  +0.122643  |  -0.086580  |  +0.047350
6.900  |  -0.020737  |  +0.037919  |  -0.053713  |  +0.063907  |  -0.069788  |  +0.069788  |  -0.063907  |  +0.053713  |  -0.037919  |  +0.020737
6.925  |  +0.006887  |  -0.012593  |  +0.017839  |  -0.021224  |  +0.023178  |  -0.023178  |  +0.021224  |  -0.017839  |  +0.012593  |  -0.006887
6.950  |  +0.034176  |  -0.062491  |  +0.088520  |  -0.105320  |  +0.115013  |  -0.115013  |  +0.105320  |  -0.088520  |  +0.062491  |  -0.034176
6.975  |  +0.059796  |  -0.109338  |  +0.154881  |  -0.184276  |  +0.201235  |  -0.201235  |  +0.184276  |  -0.154881  |  +0.109338  |  -0.059796
7.000  |  +0.082499  |  -0.150851  |  +0.213684  |  -0.254240  |  +0.277638  |  -0.277638  |  +0.254240  |  -0.213684  |  +0.150851  |  -0.082499
7.025  |  +0.101176  |  -0.185001  |  +0.262059  |  -0.311796  |  +0.340492  |  -0.340492  |  +0.311796  |  -0.262059  |  +0.185001  |  -0.101176
7.050  |  +0.114915  |  -0.210124  |  +0.297646  |  -0.354137  |  +0.386730  |  -0.386730  |  +0.354137  |  -0.297646  |  +0.210124  |  -0.114915
7.075  |  +0.123047  |  -0.224993  |  +0.318708  |  -0.379197  |  +0.414095  |  -0.414095  |  +0.379197  |  -0.318708  |  +0.224993  |  -0.123047
7.100  |  +0.125174  |  -0.228882  |  +0.324218  |  -0.385752  |  +0.421254  |  -0.421254  |  +0.385752  |  -0.324218  |  +0.228882  |  -0.125174
7.125  |  +0.121193  |  -0.221602  |  +0.313905  |  -0.373482  |  +0.407855  |  -0.407855  |  +0.373482  |  -0.313905  |  +0.221602  |  -0.121193
7.150  |  +0.111297  |  -0.203508  |  +0.288274  |  -0.342987  |  +0.374553  |  -0.374553  |  +0.342987  |  -0.288274  |  +0.203508  |  -0.111297
7.175  |  +0.095970  |  -0.175483  |  +0.248576  |  -0.295754  |  +0.322973  |  -0.322973  |  +0.295754  |  -0.248576  |  +0.175483  |  -0.095970
7.200  |  +0.075960  |  -0.138894  |  +0.196747  |  -0.234088  |  +0.255632  |  -0.255632  |  +0.234088  |  -0.196747  |  +0.138894  |  -0.075960
7.225  |  +0.052243  |  -0.095528  |  +0.135317  |  -0.160999  |  +0.175817  |  -0.175817  |  +0.160999  |  -0.135317  |  +0.095528  |  -0.052243
7.250  |  +0.025977  |  -0.047499  |  +0.067284  |  -0.080054  |  +0.087421  |  -0.087421  |  +0.080054  |  -0.067284  |  +0.047499  |  -0.025977
7.275  |  -0.001557  |  +0.002847  |  -0.004033  |  +0.004798  |  -0.005240  |  +0.005240  |  -0.004798  |  +0.004033  |  -0.002847  |  +0.001557
7.300  |  -0.029015  |  +0.053054  |  -0.075153  |  +0.089416  |  -0.097646  |  +0.097646  |  -0.089416  |  +0.075153  |  -0.053054  |  +0.029015
7.325  |  -0.055057  |  +0.100673  |  -0.142605  |  +0.169671  |  -0.185286  |  +0.185286  |  -0.169671  |  +0.142605  |  -0.100673  |  +0.055057
7.350  |  -0.078412  |  +0.143378  |  -0.203099  |  +0.241646  |  -0.263885  |  +0.263885  |  -0.241646  |  +0.203099  |  -0.143378  |  +0.078412
7.375  |  -0.097941  |  +0.179087  |  -0.253681  |  +0.301828  |  -0.329606  |  +0.329606  |  -0.301828  |  +0.253681  |  -0.179087  |  +0.097941
7.400  |  -0.112691  |  +0.206056  |  -0.291884  |  +0.347282  |  -0.379243  |  +0.379243  |  -0.347282  |  +0.291884  |  -0.206056  |  +0.112691
7.425  |  -0.121941  |  +0.222970  |  -0.315843  |  +0.375788  |  -0.410373  |  +0.410373  |  -0.375788  |  +0.315843  |  -0.222970  |  +0.121941
7.450  |  -0.125240  |  +0.229003  |  -0.324389  |  +0.385956  |  -0.421477  |  +0.421477  |  -0.385956  |  +0.324389  |  -0.229003  |  +0.125240
7.475  |  -0.122428  |  +0.223861  |  -0.317105  |  +0.377290  |  -0.412013  |  +0.412013  |  -0.377290  |  +0.317105  |  -0.223861  |  +0.122428
7.500  |  -0.113641  |  +0.207795  |  -0.294347  |  +0.350212  |  -0.382443  |  +0.382443  |  -0.350212  |  +0.294347  |  -0.207795  |  +0.113641
7.525  |  -0.099309  |  +0.181588  |  -0.257224  |  +0.306044  |  -0.334210  |  +0.334210  |  -0.306044  |  +0.257224  |  -0.181588  |  +0.099309
7.550  |  -0.080131  |  +0.146520  |  -0.207549  |  +0.246941  |  -0.269667  |  +0.269667  |  -0.246941  |  +0.207549  |  -0.146520  |  +0.080131
7.575  |  -0.057042  |  +0.104302  |  -0.147746  |  +0.175787  |  -0.191966  |  +0.191966  |  -0.175787  |  +0.147746  |  -0.104302  |  +0.057042
7.600  |  -0.031169  |  +0.056994  |  -0.080733  |  +0.096056  |  -0.104896  |  +0.104896  |  -0.096056  |  +0.080733  |  -0.056994  |  +0.031169
7.625  |  -0.003776  |  +0.006904  |  -0.009780  |  +0.011636  |  -0.012707  |  +0.012707  |  -0.011636  |  +0.009780  |  -0.006904  |  +0.003776
7.650  |  +0.023802  |  -0.043522  |  +0.061650  |  -0.073351  |  +0.080101  |  -0.080101  |  +0.073351  |  -0.061650  |  +0.043522  |  -0.023802
7.675  |  +0.050218  |  -0.091824  |  +0.130072  |  -0.154758  |  +0.169001  |  -0.169001  |  +0.154758  |  -0.130072  |  +0.091824  |  -0.050218
7.700  |  +0.074184  |  -0.135646  |  +0.192146  |  -0.228614  |  +0.249654  |  -0.249654  |  +0.228614  |  -0.192146  |  +0.135646  |  -0.074184
7.725  |  +0.094529  |  -0.172848  |  +0.244843  |  -0.291313  |  +0.318123  |  -0.318123  |  +0.291313  |  -0.244843  |  +0.172848  |  -0.094529
7.750  |  +0.110262  |  -0.201615  |  +0.285593  |  -0.339796  |  +0.371069  |  -0.371069  |  +0.339796  |  -0.285593  |  +0.201615  |  -0.110262
7.775  |  +0.120614  |  -0.220543  |  +0.312405  |  -0.371698  |  +0.405906  |  -0.405906  |  +0.371698  |  -0.312405  |  +0.220543  |  -0.120614
7.800  |  +0.125080  |  -0.228709  |  +0.323973  |  -0.385461  |  +0.420936  |  -0.420936  |  +0.385461  |  -0.323973  |  +0.228709  |  -0.125080
7.825  |  +0.123442  |  -0.225714  |  +0.319731  |  -0.380413  |  +0.415424  |  -0.415424  |  +0.380413  |  -0.319731  |  +0.225714  |  -0.123442
7.850  |  +0.115780  |  -0.211705  |  +0.299886  |  -0.356802  |  +0.389639  |  -0.389639  |  +0.356802  |  -0.299886  |  +0.211705  |  -0.115780
7.875  |  +0.102468  |  -0.187364  |  +0.265406  |  -0.315779  |  +0.344840  |  -0.344840  |  +0.315779  |  -0.265406  |  +0.187364  |  -0.102468
7.900  |  +0.084156  |  -0.153880  |  +0.217975  |  -0.259346  |  +0.283214  |  -0.283214  |  +0.259346  |  -0.217975  |  +0.153880  |  -0.084156
7.925  |  +0.061737  |  -0.112887  |  +0.159907  |  -0.190257  |  +0.207767  |  -0.207767  |  +0.190257  |  -0.159907  |  +0.112887  |  -0.061737
7.950  |  +0.036305  |  -0.066385  |  +0.094036  |  -0.111883  |  +0.122180  |  -0.122180  |  +0.111883  |  -0.094036  |  +0.066385  |  -0.036305
7.975  |  +0.009102  |  -0.016643  |  +0.023576  |  -0.028050  |  +0.030632  |  -0.030632  |  +0.028050  |  -0.023576  |  +0.016643  |  -0.009102
8.000  |  -0.018545  |  +0.033910  |  -0.048035  |  +0.057152  |  -0.062412  |  +0.062412  |  -0.057152  |  +0.048035  |  -0.033910  |  +0.018545
8.025  |  -0.045288  |  +0.082809  |  -0.117302  |  +0.139565  |  -0.152409  |  +0.152409  |  -0.139565  |  +0.117302  |  -0.082809  |  +0.045288
8.050  |  -0.069820  |  +0.127667  |  -0.180844  |  +0.215167  |  -0.234970  |  +0.234970  |  -0.215167  |  +0.180844  |  -0.127667  |  +0.069820
8.075  |  -0.090946  |  +0.166295  |  -0.235562  |  +0.280269  |  -0.306063  |  +0.306063  |  -0.280269  |  +0.235562  |  -0.166295  |  +0.090946
8.100  |  -0.107633  |  +0.196808  |  -0.278784  |  +0.331695  |  -0.362222  |  +0.362222  |  -0.331695  |  +0.278784  |  -0.196808  |  +0.107633
8.125  |  -0.119068  |  +0.217717  |  -0.308401  |  +0.366934  |  -0.400703  |  +0.400703  |  -0.366934  |  +0.308401  |  -0.217717  |  +0.119068
8.150  |  -0.124692  |  +0.228001  |  -0.322969  |  +0.384266  |  -0.419631  |  +0.419631  |  -0.384266  |  +0.322969  |  -0.228001  |  +0.124692
8.175  |  -0.124231  |  +0.227158  |  -0.321776  |  +0.382847  |  -0.418081  |  +0.418081  |  -0.382847  |  +0.321776  |  -0.227158  |  +0.124231
8.200  |  -0.117708  |  +0.215231  |  -0.304880  |  +0.362745  |  -0.396129  |  +0.396129  |  -0.362745  |  +0.304880  |  -0.215231  |  +0.117708
