Tempo  |    x1(t)    |    x2(t)    |    x3(t)    |    x4(t)    |    x5(t)    |    x6(t)    |    x7(t)    |    x8(t)    |    x9(t)    |    x10(t)  
5.575  |  +1.767412  |  -2.307693  |  +5.754920  |  -2.713711  |  +2.450446  |  +3.624461  |  -1.566318  |  +3.966524  |  -3.109135  |  +3.480618
5.600  |  +1.171849  |  -2.218340  |  +4.854721  |  -1.456071  |  +2.283637  |  +3.177554  |  -1.132167  |  +2.891979  |  -2.098324  |  +3.162781
5.625  |  +0.518135  |  -2.000994  |  +3.788313  |  -0.071672  |  +2.084276  |  +2.667935  |  -0.594423  |  +1.705831  |  -0.959695  |  +2.738697
5.650  |  -0.174602  |  -1.682210  |  +2.602926  |  +1.388684  |  +1.867036  |  +2.112060  |  +0.011995  |  +0.458121  |  +0.258813  |  +2.233807
5.675  |  -0.884939  |  -1.292984  |  +1.350949  |  +2.870537  |  +1.647328  |  +1.528117  |  +0.649106  |  -0.797732  |  +1.505485  |  +1.676608
5.700  |  -1.590093  |  -0.867089  |  +0.087541  |  +4.317992  |  +1.440511  |  +0.935326  |  +1.277724  |  -2.007376  |  +2.727126  |  +1.097273
5.725  |  -2.266932  |  -0.439275  |  -1.131866  |  +5.676014  |  +1.261100  |  +0.353193  |  +1.859377  |  -3.118017  |  +3.871423  |  +0.526198
5.750  |  -2.893003  |  -0.043455  |  -2.254087  |  +6.892696  |  +1.122008  |  -0.199238  |  +2.358179  |  -4.080855  |  +4.889265  |  -0.007435
5.775  |  -3.447537  |  +0.289069  |  -3.230578  |  +7.921402  |  +1.033862  |  -0.704113  |  +2.742594  |  -4.853353  |  +5.736933  |  -0.477030
5.800  |  -3.912374  |  +0.531227  |  -4.019635  |  +8.722686  |  +1.004416  |  -1.145455  |  +2.986983  |  -5.401223  |  +6.378033  |  -0.859809
5.825  |  -4.272769  |  +0.661589  |  -4.588263  |  +9.265916  |  +1.038106  |  -1.509755  |  +3.072884  |  -5.700047  |  +6.785108  |  -1.137856
5.850  |  -4.518040  |  +0.665477  |  -4.913653  |  +9.530515  |  +1.135747  |  -1.786474  |  +2.989949  |  -5.736447  |  +6.940846  |  -1.298921
5.875  |  -4.642023  |  +0.535745  |  -4.984192  |  +9.506788  |  +1.294414  |  -1.968418  |  +2.736498  |  -5.508766  |  +6.838830  |  -1.336952
5.900  |  -4.643325  |  +0.273171  |  -4.799968  |  +9.196276  |  +1.507488  |  -2.051973  |  +2.319674  |  -5.027200  |  +6.483794  |  -1.252333
5.925  |  -4.525342  |  -0.113545  |  -4.372732  |  +8.611640  |  +1.764893  |  -2.037199  |  +1.755169  |  -4.313396  |  +5.891381  |  -1.051806
5.950  |  -4.296066  |  -0.608177  |  -3.725341  |  +7.776075  |  +2.053491  |  -1.927773  |  +1.066551  |  -3.399526  |  +5.087411  |  -0.748107
5.975  |  -3.967669  |  -1.187756  |  -2.890693  |  +6.722273  |  +2.357639  |  -1.730794  |  +0.284215  |  -2.326866  |  +4.106688  |  -0.359303
6.000  |  -3.555904  |  -1.823690  |  -1.910209  |  +5.490999  |  +2.659870  |  -1.456445  |  -0.556002  |  -1.143966  |  +2.991409  |  +0.092107
6.025  |  -3.079337  |  -2.483169  |  -0.831928  |  +4.129323  |  +2.941679  |  -1.117551  |  -1.414465  |  +0.095533  |  +1.789247  |  +0.580305
6.050  |  -2.558457  |  -3.130795  |  +0.291690  |  +2.688602  |  +3.184372  |  -0.729028  |  -2.249584  |  +1.335315  |  +0.551191  |  +1.077422
6.075  |  -2.014702  |  -3.730351  |  +1.406163  |  +1.222295  |  +3.369945  |  -0.307265  |  -3.019758  |  +2.518937  |  -0.670759  |  +1.554897
6.100  |  -1.469450  |  -4.246628  |  +2.457471  |  -0.216297  |  +3.481951  |  +0.130541  |  -3.685349  |  +3.592397  |  -1.825919  |  +1.984869
6.125  |  -0.943033  |  -4.647218  |  +3.394514  |  -1.576255  |  +3.506313  |  +0.567068  |  -4.210576  |  +4.506592  |  -2.867197  |  +2.341533
6.150  |  -0.453798  |  -4.904194  |  +4.171433  |  -2.811152  |  +3.432052  |  +0.985536  |  -4.565250  |  +5.219571  |  -3.753175  |  +2.602397
6.175  |  -0.017294  |  -4.995586  |  +4.749692  |  -3.880932  |  +3.251892  |  +1.370347  |  -4.726277  |  +5.698461  |  -4.449937  |  +2.749387
6.200  |  +0.354409  |  -4.906587  |  +5.099820  |  -4.753503  |  +2.962705  |  +1.707642  |  -4.678846  |  +5.920991  |  -4.932536  |  +2.769736
6.225  |  +0.653211  |  -4.630426  |  +5.202739  |  -5.405958  |  +2.565794  |  +1.985788  |  -4.417251  |  +5.876531  |  -5.186046  |  +2.656632
6.250  |  +0.875271  |  -4.168874  |  +5.050623  |  -5.825375  |  +2.066975  |  +2.195750  |  -3.945312  |  +5.566614  |  -5.206151  |  +2.409581
6.275  |  +1.021085  |  -3.532334  |  +4.647235  |  -6.009182  |  +1.476468  |  +2.331347  |  -3.276364  |  +5.004893  |  -4.999237  |  +2.034475
6.300  |  +1.095330  |  -2.739536  |  +4.007746  |  -5.965043  |  +0.808592  |  +2.389382  |  -2.432824  |  +4.216555  |  -4.581998  |  +1.543366
6.325  |  +1.106509  |  -1.816832  |  +3.158040  |  -5.710303  |  +0.081274  |  +2.369645  |  -1.445333  |  +3.237201  |  -3.980562  |  +0.953941
6.350  |  +1.066392  |  -0.797114  |  +2.133524  |  -5.271006  |  -0.684603  |  +2.274789  |  -0.351539  |  +2.111250  |  -3.229192  |  +0.288744
6.375  |  +0.989295  |  +0.281569  |  +0.977522  |  -4.680535  |  -1.465997  |  +2.110095  |  +0.805462  |  +0.889934  |  -2.368608  |  -0.425832
6.400  |  +0.891223  |  +1.377664  |  -0.260694  |  -3.977945  |  -2.238602  |  +1.883128  |  +1.978925  |  -0.371021  |  -1.444026  |  -1.160739
6.425  |  +0.788932  |  +2.447940  |  -1.528131  |  -3.206053  |  -2.977825  |  +1.603314  |  +3.120442  |  -1.613930  |  -0.502988  |  -1.885583
6.450  |  +0.698944  |  +3.449406  |  -2.770468  |  -2.409396  |  -3.659771  |  +1.281460  |  +4.182012  |  -2.781782  |  +0.406893  |  -2.570009
6.475  |  +0.636578  |  +4.341248  |  -3.934497  |  -1.632120  |  -4.262236  |  +0.929220  |  +5.118112  |  -3.820851  |  +1.240201  |  -3.185074
6.500  |  +0.615029  |  +5.086669  |  -4.970511  |  -0.915928  |  -4.765618  |  +0.558567  |  +5.887668  |  -4.683162  |  +1.955853  |  -3.704564
6.525  |  +0.644564  |  +5.654567  |  -5.834522  |  -0.298158  |  -5.153751  |  +0.181257  |  +6.455851  |  -5.328717  |  +2.519036  |  -4.106183
6.550  |  +0.731858  |  +6.020966  |  -6.490211  |  +0.189913  |  -5.414593  |  -0.191663  |  +6.795604  |  -5.727350  |  +2.902839  |  -4.372565
6.575  |  +0.879516  |  +6.170128  |  -6.910527  |  +0.524467  |  -5.540749  |  -0.550287  |  +6.888839  |  -5.860156  |  +3.089504  |  -4.492058
6.600  |  +1.085799  |  +6.095300  |  -7.078858  |  +0.690179  |  -5.529811  |  -0.886223  |  +6.727259  |  -5.720404  |  +3.071249  |  -4.459243
6.625  |  +1.344585  |  +5.799053  |  -6.989726  |  +0.680841  |  -5.384486  |  -1.192861  |  +6.312743  |  -5.313910  |  +2.850609  |  -4.275175
6.650  |  +1.645549  |  +5.293208  |  -6.648971  |  +0.499563  |  -5.112519  |  -1.465557  |  +5.657307  |  -4.658833  |  +2.440289  |  -3.947323
6.675  |  +1.974580  |  +4.598332  |  -6.073430  |  +0.158521  |  -4.726400  |  -1.701706  |  +4.782623  |  -3.784916  |  +1.862539  |  -3.489216
6.700  |  +2.314401  |  +3.742845  |  -5.290112  |  -0.321707  |  -4.242875  |  -1.900711  |  +3.719116  |  -2.732203  |  +1.148068  |  -2.919816
6.725  |  +2.645366  |  +2.761765  |  -4.334922  |  -0.913211  |  -3.682278  |  -2.063863  |  +2.504694  |  -1.549272  |  +0.334560  |  -2.262644
6.750  |  +2.946413  |  +1.695158  |  -3.250986  |  -1.582151  |  -3.067710  |  -2.194121  |  +1.183151  |  -0.291091  |  -0.535148  |  -1.544704
6.775  |  +3.196108  |  +0.586350  |  -2.086663  |  -2.290436  |  -2.424105  |  -2.295827  |  -0.197676  |  +0.983431  |  -1.415136  |  -0.795249
6.800  |  +3.373749  |  -0.520003  |  -0.893329  |  -2.997601  |  -1.777209  |  -2.374356  |  -1.587922  |  +2.214087  |  -2.258624  |  -0.044449
6.825  |  +3.460462  |  -1.579904  |  +0.276960  |  -3.662789  |  -1.152537  |  -2.435729  |  -2.937785  |  +3.342068  |  -3.020241  |  +0.677967
6.850  |  +3.440245  |  -2.551973  |  +1.373820  |  -4.246756  |  -0.574327  |  -2.486209  |  -4.199608  |  +4.312622  |  -3.658243  |  +1.344045
6.875  |  +3.300914  |  -3.399285  |  +2.350793  |  -4.713785  |  -0.064557  |  -2.531896  |  -5.329857  |  +5.077531  |  -4.136563  |  +1.928852
6.900  |  +3.034878  |  -4.090998  |  +3.167413  |  -5.033452  |  +0.357948  |  -2.578351  |  -6.290906  |  +5.597310  |  -4.426605  |  +2.411565
6.925  |  +2.639743  |  -4.603697  |  +3.790971  |  -5.182130  |  +0.678268  |  -2.630257  |  -7.052558  |  +5.843019  |  -4.508697  |  +2.776364
6.950  |  +2.118666  |  -4.922397  |  +4.197919  |  -5.144184  |  +0.885981  |  -2.691139  |  -7.593230  |  +5.797613  |  -4.373130  |  +3.013084
6.975  |  +1.480480  |  -5.041154  |  +4.374839  |  -4.912787  |  +0.975564  |  -2.763158  |  -7.900756  |  +5.456761  |  -4.020732  |  +3.117593
7.000  |  +0.739548  |  -4.963252  |  +4.318934  |  -4.490339  |  +0.946575  |  -2.846986  |  -7.972774  |  +4.829107  |  -3.462954  |  +3.091887
7.025  |  -0.084638  |  -4.700975  |  +4.038030  |  -3.888440  |  +0.803638  |  -2.941768  |  -7.816678  |  +3.935947  |  -2.721457  |  +2.943891
7.050  |  -0.968105  |  -4.274945  |  +3.550084  |  -3.127451  |  +0.556190  |  -3.045166  |  -7.449143  |  +2.810344  |  -1.827215  |  +2.686973
7.075  |  -1.883262  |  -3.713086  |  +2.882226  |  -2.235638  |  +0.218046  |  -3.153498  |  -6.895257  |  +1.495726  |  -0.819177  |  +2.339214
7.100  |  -2.799956  |  -3.049250  |  +2.069384  |  -1.247948  |  -0.193239  |  -3.261938  |  -6.187278  |  +0.044009  |  +0.257449  |  +1.922444
7.125  |  -3.686663  |  -2.321561  |  +1.152559  |  -0.204476  |  -0.657153  |  -3.364792  |  -5.363100  |  -1.486649  |  +1.353227  |  +1.461106
7.150  |  -4.511776  |  -1.570573  |  +0.176827  |  +0.851310  |  -1.151140  |  -3.455822  |  -4.464476  |  -3.034377  |  +2.416726  |  +0.981006
7.175  |  -5.244918  |  -0.837311  |  -0.810833  |  +1.874512  |  -1.651595  |  -3.528594  |  -3.535100  |  -4.536290  |  +3.396878  |  +0.507995
7.200  |  -5.858239  |  -0.161299  |  -1.763777  |  +2.820811  |  -2.134898  |  -3.576852  |  -2.618620  |  -5.931224  |  +4.245323  |  +0.066659
7.225  |  -6.327622  |  +0.421343  |  -2.637908  |  +3.648461  |  -2.578443  |  -3.594877  |  -1.756673  |  -7.162411  |  +4.918663  |  -0.320927
7.250  |  -6.633761  |  +0.879632  |  -3.393744  |  +4.320172  |  -2.961626  |  -3.577831  |  -0.987045  |  -8.179943  |  +5.380504  |  -0.636314
7.275  |  -6.763041  |  +1.189217  |  -3.998258  |  +4.804800  |  -3.266731  |  -3.522050  |  -0.342012  |  -8.942944  |  +5.603190  |  -0.865615
7.300  |  -6.708201  |  +1.333549  |  -4.426395  |  +5.078762  |  -3.479693  |  -3.425286  |  +0.153037  |  -9.421337  |  +5.569160  |  -1.000213
7.325  |  -6.468727  |  +1.304690  |  -4.662200  |  +5.127120  |  -3.590699  |  -3.286885  |  +0.480651  |  -9.597131  |  +5.271852  |  -1.037201
7.350  |  -6.050971  |  +1.103699  |  -4.699503  |  +4.944274  |  -3.594600  |  -3.107872  |  +0.632000  |  -9.465179  |  +4.716118  |  -0.979546
7.375  |  -5.467977  |  +0.740604  |  -4.542136  |  +4.534249  |  -3.491122  |  -2.890973  |  +0.607146  |  -9.033358  |  +3.918122  |  -0.835947
7.400  |  -4.739023  |  +0.233928  |  -4.203665  |  +3.910541  |  -3.284854  |  -2.640533  |  +0.414909  |  -8.322189  |  +2.904737  |  -0.620411
7.425  |  -3.888905  |  -0.390178  |  -3.706656  |  +3.095554  |  -2.985039  |  -2.362370  |  +0.072326  |  -7.363884  |  +1.712442  |  -0.351546
7.450  |  -2.946969  |  -1.099184  |  -3.081514  |  +2.119636  |  -2.605147  |  -2.063547  |  -0.396262  |  -6.200897  |  +0.385794  |  -0.051628
7.475  |  -1.945961  |  -1.855726  |  -2.364941  |  +1.019768  |  -2.162280  |  -1.752086  |  -0.960454  |  -4.884017  |  -1.024479  |  +0.254540
7.500  |  -0.920719  |  -2.619409  |  -1.598099  |  -0.162043  |  -1.676409  |  -1.436629  |  -1.585307  |  -3.470106  |  -2.463661  |  +0.540908
7.525  |  +0.093223  |  -3.348746  |  -0.824557  |  -1.380580  |  -1.169493  |  -1.126073  |  -2.233049  |  -2.019580  |  -3.875430  |  +0.781543
7.550  |  +1.061061  |  -4.003176  |  -0.088125  |  -2.589375  |  -0.664515  |  -0.829191  |  -2.864919  |  -0.593743  |  -5.204313  |  +0.952012
7.575  |  +1.950118  |  -4.545046  |  +0.569324  |  -3.742711  |  -0.184473  |  -0.554250  |  -3.443031  |  +0.747902  |  -6.398109  |  +1.030715
7.600  |  +2.731154  |  -4.941473  |  +1.109940  |  -4.797578  |  +0.248625  |  -0.308662  |  -3.932201  |  +1.950252  |  -7.410181  |  +1.000101
7.625  |  +3.379518  |  -5.165988  |  +1.501792  |  -5.715500  |  +0.614721  |  -0.098670  |  -4.301625  |  +2.964982  |  -8.201493  |  +0.847723
7.650  |  +3.876116  |  -5.199899  |  +1.720474  |  -6.464149  |  +0.896582  |  +0.070911  |  -4.526356  |  +3.752617  |  -8.742320  |  +0.567049
7.675  |  +4.208125  |  -5.033296  |  +1.750360  |  -7.018676  |  +1.080546  |  +0.196880  |  -4.588496  |  +4.284195  |  -9.013543  |  +0.158019
7.700  |  +4.369445  |  -4.665643  |  +1.585434  |  -7.362691  |  +1.157117  |  +0.277768  |  -4.478061  |  +4.542443  |  -9.007462  |  -0.372707
7.725  |  +4.360857  |  -4.105950  |  +1.229661  |  -7.488863  |  +1.121374  |  +0.313864  |  -4.193468  |  +4.522435  |  -8.728110  |  -1.011812
7.750  |  +4.189885  |  -3.372487  |  +0.696877  |  -7.399113  |  +0.973188  |  +0.307166  |  -3.741643  |  +4.231687  |  -8.191036  |  -1.739711
7.775  |  +3.870372  |  -2.492067  |  +0.010203  |  -7.104386  |  +0.717223  |  +0.261243  |  -3.137720  |  +3.689690  |  -7.422570  |  -2.531239
7.800  |  +3.421783  |  -1.498924  |  -0.798993  |  -6.624017  |  +0.362743  |  +0.181033  |  -2.404370  |  +2.926923  |  -6.458612  |  -3.356623
7.825  |  +2.868274  |  -0.433236  |  -1.692530  |  -5.984734  |  -0.076786  |  +0.072570  |  -1.570780  |  +1.983369  |  -5.342984  |  -4.182694
7.850  |  +2.237562  |  +0.660646  |  -2.627195  |  -5.219335  |  -0.584269  |  -0.057333  |  -0.671331  |  +0.906618  |  -4.125435  |  -4.974285
7.875  |  +1.559659  |  +1.736172  |  -3.556769  |  -4.365098  |  -1.139706  |  -0.201440  |  +0.255960  |  -0.250352  |  -2.859375  |  -5.695760
7.900  |  +0.865514  |  +2.746698  |  -4.434217  |  -3.462021  |  -1.721036  |  -0.352457  |  +1.171166  |  -1.431626  |  -1.599457  |  -6.312596
7.925  |  +0.185630  |  +3.647600  |  -5.213935  |  -2.550940  |  -2.305065  |  -0.503399  |  +2.034263  |  -2.580913  |  -0.399101  |  -6.792961
7.950  |  -0.451276  |  +4.398332  |  -5.853944  |  -1.671651  |  -2.868435  |  -0.647935  |  +2.806941  |  -3.644103  |  +0.691920  |  -7.109204
7.975  |  -1.019519  |  +4.964303  |  -6.317940  |  -0.861087  |  -3.388596  |  -0.780691  |  +3.454344  |  -4.571705  |  +1.629719  |  -7.239193
8.000  |  -1.497539  |  +5.318503  |  -6.577085  |  -0.151657  |  -3.844732  |  -0.897503  |  +3.946651  |  -5.321051  |  +2.378264  |  -7.167441
8.025  |  -1.868791  |  +5.442803  |  -6.611473  |  +0.430178  |  -4.218608  |  -0.995600  |  +4.260419  |  -5.858182  |  +2.910984  |  -6.885965
8.050  |  -2.122394  |  +5.328852  |  -6.411182  |  +0.865048  |  -4.495306  |  -1.073712  |  +4.379651  |  -6.159307  |  +3.211932  |  -6.394825
8.075  |  -2.253512  |  +4.978550  |  -5.976873  |  +1.141459  |  -4.663804  |  -1.132098  |  +4.296516  |  -6.211800  |  +3.276469  |  -5.702339
8.100  |  -2.263448  |  +4.404054  |  -5.319905  |  +1.256201  |  -4.717391  |  -1.172485  |  +4.011707  |  -6.014667  |  +3.111415  |  -4.824928
8.125  |  -2.159454  |  +3.627321  |  -4.461944  |  +1.214358  |  -4.653899  |  -1.197931  |  +3.534419  |  -5.578485  |  +2.734680  |  -3.786626
8.150  |  -1.954265  |  +2.679214  |  -3.434104  |  +1.028928  |  -4.475732  |  -1.212611  |  +2.881943  |  -4.924806  |  +2.174375  |  -2.618239
8.175  |  -1.665375  |  +1.598196  |  -2.275631  |  +0.720062  |  -4.189710  |  -1.221540  |  +2.078905  |  -4.085058  |  +1.467458  |  -1.356214
8.200  |  -1.314102  |  +0.428679  |  -1.032209  |  +0.313965  |  -3.806727  |  -1.230246  |  +1.156183  |  -3.099011  |  +0.657961  |  -0.041247
8.225  |  -0.924473  |  -0.780899  |  +0.246044  |  -0.158475  |  -3.341238  |  -1.244411  |  +0.149552  |  -2.012855  |  -0.205106  |  +1.283309
8.250  |  -0.521997  |  -1.980192  |  +1.506804  |  -0.663288  |  -2.810613  |  -1.269494  |  -0.901877  |  -0.877004  |  -1.070089  |  +2.573160
8.275  |  -0.132368  |  -3.119146  |  +2.697881  |  -1.165156  |  -2.234370  |  -1.310359  |  -1.957355  |  +0.256277  |  -1.885154  |  +3.784855
8.300  |  +0.219829  |  -4.150207  |  +3.769576  |  -1.629204  |  -1.633339  |  -1.370929  |  -2.976251  |  +1.335327  |  -2.600762  |  +4.877543
8.325  |  +0.512349  |  -5.030406  |  +4.676934  |  -2.022767  |  -1.028776  |  -1.453881  |  -3.919787  |  +2.311486  |  -3.172050  |  +5.814642
8.350  |  +0.726406  |  -5.723260  |  +5.381801  |  -2.317039  |  -0.441486  |  -1.560396  |  -4.752671  |  +3.141350  |  -3.561002  |  +6.565330
8.375  |  +0.847617  |  -6.200371  |  +5.854580  |  -2.488540  |  +0.109019  |  -1.689984  |  -5.444555  |  +3.788759  |  -3.738307  |  +7.105819
8.400  |  +0.866729  |  -6.442677  |  +6.075613  |  -2.520314  |  +0.605297  |  -1.840397  |  -5.971262  |  +4.226444  |  -3.684838  |  +7.420322
8.425  |  +0.780102  |  -6.441275  |  +6.036119  |  -2.402816  |  +1.032632  |  -2.007624  |  -6.315717  |  +4.437248  |  -3.392645  |  +7.501703
8.450  |  +0.589914  |  -6.197797  |  +5.738638  |  -2.134439  |  +1.379574  |  -2.185979  |  -6.468547  |  +4.414867  |  -2.865459  |  +7.351755
8.475  |  +0.304084  |  -5.724313  |  +5.196973  |  -1.721657  |  +1.638314  |  -2.368288  |  -6.428336  |  +4.164094  |  -2.118646  |  +6.981106
8.500  |  -0.064078  |  -5.042758  |  +4.435617  |  -1.178773  |  +1.804894  |  -2.546147  |  -6.201505  |  +3.700526  |  -1.178626  |  +6.408756
8.525  |  -0.496494  |  -4.183927  |  +3.488698  |  -0.527292  |  +1.879252  |  -2.710264  |  -5.801856  |  +3.049789  |  -0.081786  |  +5.661256
8.550  |  -0.971171  |  -3.186063  |  +2.398482  |  +0.205063  |  +1.865088  |  -2.850850  |  -5.249779  |  +2.246283  |  +1.127078  |  +4.771572
8.575  |  -1.463243  |  -2.093124  |  +1.213504  |  +0.985633  |  +1.769569  |  -2.958058  |  -4.571183  |  +1.331531  |  +2.396714  |  +3.777677
8.600  |  -1.946173  |  -0.952783  |  -0.013584  |  +1.778360  |  +1.602899  |  -3.022444  |  -3.796188  |  +0.352199  |  +3.671684  |  +2.720936
8.625  |  -2.393030  |  +0.185730  |  -1.228362  |  +2.545492  |  +1.377759  |  -3.035417  |  -2.957656  |  -0.642113  |  +4.894827  |  +1.644347
8.650  |  -2.777808  |  +1.273843  |  -2.377075  |  +3.249386  |  +1.108657  |  -2.989684  |  -2.089622  |  -1.601215  |  +6.009843  |  +0.590729
8.675  |  -3.076705  |  +2.265834  |  -3.409034  |  +3.854318  |  +0.811219  |  -2.879641  |  -1.225702  |  -2.476686  |  +6.963842  |  -0.399086
8.700  |  -3.269316  |  +3.120879  |  -4.278891  |  +4.328220  |  +0.501445  |  -2.701705  |  -0.397559  |  -3.224146  |  +7.709767  |  -1.287962
8.725  |  -3.339675  |  +3.804871  |  -4.948668  |  +4.644262  |  +0.194986  |  -2.454570  |  +0.366507  |  -3.805329  |  +8.208585  |  -2.043996
8.750  |  -3.277097  |  +4.291926  |  -5.389460  |  +4.782203  |  -0.093552  |  -2.139368  |  +1.042783  |  -4.189874  |  +8.431117  |  -2.641824
8.775  |  -3.076781  |  +4.565513  |  -5.582720  |  +4.729441  |  -0.351224  |  -1.759732  |  +1.613116  |  -4.356729  |  +8.359466  |  -3.063638
8.800  |  -2.740148  |  +4.619147  |  -5.521088  |  +4.481726  |  -0.567266  |  -1.321749  |  +2.065596  |  -4.295130  |  +7.987938  |  -3.299858
8.825  |  -2.274891  |  +4.456616  |  -5.208700  |  +4.043490  |  -0.733492  |  -0.833811  |  +2.394924  |  -4.005087  |  +7.323440  |  -3.349450
8.850  |  -1.694730  |  +4.091740  |  -4.660988  |  +3.427776  |  -0.844555  |  -0.306358  |  +2.602443  |  -3.497377  |  +6.385317  |  -3.219860
8.875  |  -1.018893  |  +3.547664  |  -3.903959  |  +2.655775  |  -0.898066  |  +0.248466  |  +2.695841  |  -2.793027  |  +5.204651  |  -2.926573
8.900  |  -0.271333  |  +2.855724  |  -2.972995  |  +1.755991  |  -0.894557  |  +0.817238  |  +2.688541  |  -1.922320  |  +3.823029  |  -2.492326
8.925  |  +0.520279  |  +2.053933  |  -1.911231  |  +0.763055  |  -0.837311  |  +1.385742  |  +2.598814  |  -0.923377  |  +2.290856  |  -1.945992
8.950  |  +1.325739  |  +1.185163  |  -0.767577  |  -0.283735  |  -0.732053  |  +1.939496  |  +2.448657  |  +0.159630  |  +0.665270  |  -1.321208
8.975  |  +2.113624  |  +0.295103  |  +0.405521  |  -1.342103  |  -0.586535  |  +2.464301  |  +2.262497  |  +1.278539  |  -0.992246  |  -0.654784
9.000  |  +2.852670  |  -0.569908  |  +1.554482  |  -2.368622  |  -0.410027  |  +2.946778  |  +2.065783  |  +2.383446  |  -2.618442  |  +0.015013
9.025  |  +3.513159  |  -1.365079  |  +2.627036  |  -3.320611  |  -0.212749  |  +3.374886  |  +1.883548  |  +3.425029  |  -4.150973  |  +0.650242
9.050  |  +4.068243  |  -2.049288  |  +3.574619  |  -4.157997  |  -0.005268  |  +3.738379  |  +1.738991  |  +4.356837  |  -5.531028  |  +1.215046
9.075  |  +4.495152  |  -2.587033  |  +4.354587  |  -4.845075  |  +0.202103  |  +4.029202  |  +1.652178  |  +5.137451  |  -6.705814  |  +1.677318
9.100  |  +4.776222  |  -2.950118  |  +4.932173  |  -5.352079  |  +0.399882  |  +4.241792  |  +1.638903  |  +5.732400  |  -7.630780  |  +2.010187
9.125  |  +4.899707  |  -3.118998  |  +5.282067  |  -5.656488  |  +0.579930  |  +4.373279  |  +1.709776  |  +6.115750  |  -8.271488  |  +2.193269
9.150  |  +4.860325  |  -3.083715  |  +5.389578  |  -5.744012  |  +0.735883  |  +4.423581  |  +1.869592  |  +6.271303  |  -8.605044  |  +2.213632
9.175  |  +4.659521  |  -2.844393  |  +5.251300  |  -5.609220  |  +0.863481  |  +4.395371  |  +2.116992  |  +6.193327  |  -8.621027  |  +2.066410
9.200  |  +4.305428  |  -2.411255  |  +4.875271  |  -5.255768  |  +0.960771  |  +4.293948  |  +2.444460  |  +5.886807  |  -8.321881  |  +1.755064
9.225  |  +3.812531  |  -1.804165  |  +4.280601  |  -4.696223  |  +1.028181  |  +4.126984  |  +2.838635  |  +5.367195  |  -7.722753  |  +1.291262
9.250  |  +3.201048  |  -1.051722  |  +3.496597  |  -3.951500  |  +1.068464  |  +3.904182  |  +3.280935  |  +4.659669  |  -6.850775  |  +0.694393
9.275  |  +2.496048  |  -0.189930  |  +2.561422  |  -3.049924  |  +1.086506  |  +3.636853  |  +3.748466  |  +3.797945  |  -5.743841  |  -0.009273
9.300  |  +1.726362  |  +0.739469  |  +1.520350  |  -2.025965  |  +1.089019  |  +3.337424  |  +4.215168  |  +2.822687  |  -4.448920  |  -0.787734
9.325  |  +0.923316  |  +1.690957  |  +0.423690  |  -0.918713  |  +1.084128  |  +3.018911  |  +4.653137  |  +1.779598  |  -3.019985  |  -1.604667
9.350  |  +0.119355  |  +2.617369  |  -0.675514  |  +0.229856  |  +1.080877  |  +2.694367  |  +5.034077  |  +0.717284  |  -1.515654  |  -2.421041
9.375  |  -0.653382  |  +3.472126  |  -1.723911  |  +1.376718  |  +1.088679  |  +2.376344  |  +5.330792  |  -0.315029  |  +0.003352  |  -3.196851
9.400  |  -1.364469  |  +4.211442  |  -2.670283  |  +2.479688  |  +1.116736  |  +2.076381  |  +5.518651  |  -1.269785  |  +1.476834  |  -3.892913
9.425  |  -1.986524  |  +4.796421  |  -3.467896  |  +3.499246  |  +1.173460  |  +1.804543  |  +5.576967  |  -2.103323  |  +2.847684  |  -4.472625
9.450  |  -2.496402  |  +5.194935  |  -4.076636  |  +4.400231  |  +1.265933  |  +1.569039  |  +5.490195  |  -2.777908  |  +4.064305  |  -4.903625
9.475  |  -2.876189  |  +5.383200  |  -4.464848  |  +5.153329  |  +1.399419  |  +1.375923  |  +5.248913  |  -3.263482  |  +5.082763  |  -5.159274
9.500  |  -3.113960  |  +5.346981  |  -4.610790  |  +5.736276  |  +1.576963  |  +1.228903  |  +4.850518  |  -3.539061  |  +5.868591  |  -5.219893
9.525  |  -3.204260  |  +5.082352  |  -4.503636  |  +6.134732  |  +1.799106  |  +1.129257  |  +4.299611  |  -3.593694  |  +6.398147  |  -5.073702
9.550  |  -3.148297  |  +4.596002  |  -4.143976  |  +6.342791  |  +2.063716  |  +1.075861  |  +3.608039  |  -3.426957  |  +6.659492  |  -4.717425
9.575  |  -2.953817  |  +3.905038  |  -3.543801  |  +6.363089  |  +2.365957  |  +1.065331  |  +2.794592  |  -3.048949  |  +6.652732  |  -4.156528
9.600  |  -2.634693  |  +3.036321  |  -2.725968  |  +6.206532  |  +2.698396  |  +1.092267  |  +1.884362  |  -2.479798  |  +6.389826  |  -3.405078
9.625  |  -2.210226  |  +2.025341  |  -1.723170  |  +5.891630  |  +3.051247  |  +1.149582  |  +0.907792  |  -1.748682  |  +5.893868  |  -2.485242
9.650  |  -1.704199  |  +0.914696  |  -0.576461  |  +5.443498  |  +3.412744  |  +1.228918  |  -0.100548  |  -0.892440  |  +5.197872  |  -1.426426
9.675  |  -1.143731  |  -0.247766  |  +0.666602  |  +4.892554  |  +3.769615  |  +1.321103  |  -1.103402  |  +0.046193  |  +4.343137  |  -0.264117
