Tempo  |   x001(t)   |   x002(t)   |   x003(t)   |   x004(t)   |   x005(t) 
2.700  |  -1.756322  |  -2.734487  |  -0.784473  |  -2.727287  |  -0.887773
2.725  |  -1.763187  |  -2.589349  |  -0.753197  |  -2.600301  |  -0.947928
2.750  |  -1.758253  |  -2.406595  |  -0.775778  |  -2.420007  |  -1.018401
2.775  |  -1.739151  |  -2.191601  |  -0.846251  |  -2.193336  |  -1.094150
2.800  |  -1.703452  |  -1.951134  |  -0.956096  |  -1.929427  |  -1.169248
2.825  |  -1.648823  |  -1.693013  |  -1.094719  |  -1.639135  |  -1.237207
2.850  |  -1.573197  |  -1.425700  |  -1.250040  |  -1.334436  |  -1.291360
2.875  |  -1.474945  |  -1.157871  |  -1.409139  |  -1.027782  |  -1.325252
2.900  |  -1.353037  |  -0.897956  |  -1.558951  |  -0.731423  |  -1.333044
2.925  |  -1.207185  |  -0.653710  |  -1.686948  |  -0.456755  |  -1.309885
2.950  |  -1.037956  |  -0.431808  |  -1.781787  |  -0.213702  |  -1.252242
2.975  |  -0.846850  |  -0.237505  |  -1.833886  |  -0.010195  |  -1.158173
3.000  |  -0.636330  |  -0.074372  |  -1.835899  |   0.148245  |  -1.027502
3.025  |  -0.409806  |   0.055873  |  -1.783063  |   0.258789  |  -0.861919
3.050  |  -0.171563  |   0.153439  |  -1.673402  |   0.321428  |  -0.664965
3.075  |   0.073350  |   0.220421  |  -1.507789  |   0.338953  |  -0.441921
3.100  |   0.319289  |   0.260666  |  -1.289842  |   0.316768  |  -0.199598
3.125  |   0.560219  |   0.279528  |  -1.025686  |   0.262570  |   0.053965
3.150  |   0.789944  |   0.283555  |  -0.723583  |   0.185896  |   0.309875
3.175  |   1.002368  |   0.280098  |  -0.393453  |   0.097574  |   0.558816
3.200  |   1.191757  |   0.276884  |  -0.046317  |   0.009094  |   0.791512
3.225  |   1.352997  |   0.281559  |   0.306307  |  -0.068048  |   0.999201
3.250  |   1.481837  |   0.301242  |   0.653020  |  -0.123005  |   1.174095
3.275  |   1.575098  |   0.342105  |   0.983142  |  -0.146207  |   1.309788
3.300  |   1.630847  |   0.409001  |   1.287254  |  -0.129911  |   1.401615
3.325  |   1.648509  |   0.505169  |   1.557657  |  -0.068645  |   1.446919
3.350  |   1.628933  |   0.632025  |   1.788730  |   0.040463  |   1.445217
3.375  |   1.574382  |   0.789054  |   1.977152  |   0.197509  |   1.398264
3.400  |   1.488472  |   0.973807  |   2.121998  |   0.399787  |   1.309997
3.425  |   1.376036  |   1.182005  |   2.224687  |   0.641920  |   1.186366
3.450  |   1.242937  |   1.407748  |   2.288802  |   0.916134  |   1.035066
3.475  |   1.095835  |   1.643811  |   2.319783  |   1.212674  |   0.865166
3.500  |   0.941902  |   1.882011  |   2.324521  |   1.520318  |   0.686674
3.525  |   0.788525  |   2.113640  |   2.310872  |   1.826981  |   0.510044
3.550  |   0.642983  |   2.329917  |   2.287118  |   2.120363  |   0.345652
3.575  |   0.512137  |   2.522453  |   2.261423  |   2.388606  |   0.203282
3.600  |   0.402128  |   2.683700  |   2.241292  |   2.620936  |   0.091626
3.625  |   0.318112  |   2.807348  |   2.233084  |   2.808230  |   0.017842
3.650  |   0.264031  |   2.888667  |   2.241601  |   2.943507  |  -0.012816
3.675  |   0.242450  |   2.924764  |   2.269775  |   3.022293  |   0.002731
3.700  |   0.254439  |   2.914735  |   2.318474  |   3.042846  |   0.065213
3.725  |   0.299542  |   2.859723  |   2.386436  |   3.006238  |   0.172966
3.750  |   0.375798  |   2.762857  |   2.470342  |   2.916273  |   0.321998
3.775  |   0.479839  |   2.629097  |   2.565012  |   2.779264  |   0.506179
3.800  |   0.607047  |   2.464966  |   2.663723  |   2.603663  |   0.717528
3.825  |   0.751769  |   2.278214  |   2.758622  |   2.399583  |   0.946604
3.850  |   0.907572  |   2.077410  |   2.841221  |   2.178225  |   1.182958
3.875  |   1.067533  |   1.871493  |   2.902933  |   1.951244  |   1.415643
3.900  |   1.224548  |   1.669301  |   2.935626  |   1.730099  |   1.633739
3.925  |   1.371642  |   1.479114  |   2.932157  |   1.525411  |   1.826880
3.950  |   1.502270  |   1.308222  |   2.886857  |   1.346372  |   1.985749
3.975  |   1.610592  |   1.162552  |   2.795940  |   1.200234  |   2.102514
4.000  |   1.691709  |   1.046365  |   2.657807  |   1.091911  |   2.171193
4.025  |   1.741856  |   0.962050  |   2.473223  |   1.023712  |   2.187916
4.050  |   1.758530  |   0.910014  |   2.245368  |   0.995220  |   2.151090
4.075  |   1.740569  |   0.888683  |   1.979741  |   1.003331  |   2.061437
4.100  |   1.688159  |   0.894610  |   1.683930  |   1.042439  |   1.921925
4.125  |   1.602780  |   0.922679  |   1.367256  |   1.104766  |   1.737590
4.150  |   1.487098  |   0.966407  |   1.040316  |   1.180822  |   1.515250
4.175  |   1.344809  |   1.018308  |   0.714432  |   1.259950  |   1.263145
4.200  |   1.180428  |   1.070320  |   0.401058  |   1.330954  |   0.990509
4.225  |   0.999070  |   1.114253  |   0.111162  |   1.382756  |   0.707099
4.250  |   0.806190  |   1.142247  |  -0.145378  |   1.405042  |   0.422720
4.275  |   0.607337  |   1.147208  |  -0.360331  |   1.388884  |   0.146749
4.300  |   0.407903  |   1.123199  |  -0.527583  |   1.327279  |  -0.112304
4.325  |   0.212903  |   1.065771  |  -0.643512  |   1.215581  |  -0.347168
4.350  |   0.026773  |   0.972202  |  -0.707219  |   1.051816  |  -0.552120
4.375  |  -0.146779  |   0.841654  |  -0.720632  |   0.836843  |  -0.723196
4.400  |  -0.304889  |   0.675214  |  -0.688439  |   0.574357  |  -0.858302
4.425  |  -0.445598  |   0.475838  |  -0.617888  |   0.270745  |  -0.957226
4.450  |  -0.567863  |   0.248193  |  -0.518429  |  -0.065219  |  -1.021542
4.475  |  -0.671521  |  -0.001599  |  -0.401250  |  -0.422805  |  -1.054427
4.500  |  -0.757211  |  -0.266284  |  -0.278692  |  -0.789871  |  -1.060393
4.525  |  -0.826258  |  -0.537873  |  -0.163609  |  -1.153487  |  -1.044953
4.550  |  -0.880527  |  -0.808056  |  -0.068683  |  -1.500606  |  -1.014247
4.575  |  -0.922259  |  -1.068655  |  -0.005737  |  -1.818749  |  -0.974645
4.600  |  -0.953902  |  -1.312041  |   0.014908  |  -2.096661  |  -0.932349
4.625  |  -0.977939  |  -1.531535  |  -0.014979  |  -2.324901  |  -0.893021
4.650  |  -0.996731  |  -1.721748  |  -0.101072  |  -2.496345  |  -0.861461
4.675  |  -1.012379  |  -1.878839  |  -0.246130  |  -2.606560  |  -0.841336
4.700  |  -1.026616  |  -2.000698  |  -0.449800  |  -2.654039  |  -0.835002
4.725  |  -1.040731  |  -2.087019  |  -0.708572  |  -2.640277  |  -0.843403
4.750  |  -1.055533  |  -2.139277  |  -1.015905  |  -2.569688  |  -0.866062
4.775  |  -1.071344  |  -2.160606  |  -1.362496  |  -2.449367  |  -0.901169
4.800  |  -1.088039  |  -2.155581  |  -1.736714  |  -2.288701  |  -0.945744
4.825  |  -1.105108  |  -2.129923  |  -2.125136  |  -2.098872  |  -0.995882
4.850  |  -1.121748  |  -2.090136  |  -2.513196  |  -1.892247  |  -1.047047
4.875  |  -1.136975  |  -2.043113  |  -2.885884  |  -1.681715  |  -1.094408
4.900  |  -1.149744  |  -1.995707  |  -3.228480  |  -1.479997  |  -1.133196
4.925  |  -1.159069  |  -1.954319  |  -3.527268  |  -1.298964  |  -1.159050
4.950  |  -1.164139  |  -1.924509  |  -3.770210  |  -1.148997  |  -1.168340
4.975  |  -1.164414  |  -1.910654  |  -3.947531  |  -1.038443  |  -1.158445
5.000  |  -1.159700  |  -1.915680  |  -4.052194  |  -0.973167  |  -1.127965
5.025  |  -1.150194  |  -1.940879  |  -4.080232  |  -0.956248  |  -1.076854
5.050  |  -1.136495  |  -1.985816  |  -4.030931  |  -0.987827  |  -1.006475
5.075  |  -1.119585  |  -2.048338  |  -3.906847  |  -1.065111  |  -0.919553
5.100  |  -1.100771  |  -2.124687  |  -3.713657  |  -1.182541  |  -0.820048
5.125  |  -1.081600  |  -2.209706  |  -3.459859  |  -1.332106  |  -0.712944
5.150  |  -1.063743  |  -2.297121  |  -3.156326  |  -1.503792  |  -0.603963
5.175  |  -1.048872  |  -2.379897  |  -2.815752  |  -1.686138  |  -0.499230
5.200  |  -1.038513  |  -2.450643  |  -2.452010  |  -1.866871  |  -0.404900
5.225  |  -1.033904  |  -2.502033  |  -2.079451  |  -2.033583  |  -0.326773
5.250  |  -1.035867  |  -2.527237  |  -1.712202  |  -2.174416  |  -0.269914
5.275  |  -1.044689  |  -2.520324  |  -1.363472  |  -2.278707  |  -0.238311
5.300  |  -1.060032  |  -2.476622  |  -1.044926  |  -2.337579  |  -0.234584
5.325  |  -1.080882  |  -2.393009  |  -0.766139  |  -2.344423  |  -0.259759
5.350  |  -1.105531  |  -2.268126  |  -0.534178  |  -2.295258  |  -0.313138
5.375  |  -1.131606  |  -2.102490  |  -0.353313  |  -2.188951  |  -0.392255
5.400  |  -1.156137  |  -1.898511  |  -0.224882  |  -2.027271  |  -0.492942
5.425  |  -1.175674  |  -1.660402  |  -0.147317  |  -1.814795  |  -0.609484
5.450  |  -1.186432  |  -1.393990  |  -0.116311  |  -1.558657  |  -0.734875
5.475  |  -1.184477  |  -1.106440  |  -0.125140  |  -1.268150  |  -0.861147
5.500  |  -1.165924  |  -0.805906  |  -0.165100  |  -0.954228  |  -0.979776
5.525  |  -1.127159  |  -0.501122  |  -0.226038  |  -0.628902  |  -1.082112
5.550  |  -1.065049  |  -0.200966  |  -0.296955  |  -0.304593  |  -1.159849
5.575  |  -0.977153  |   0.085991  |  -0.366642  |   0.006545  |  -1.205478
5.600  |  -0.861899  |   0.351918  |  -0.424310  |   0.293275  |  -1.212715
5.625  |  -0.718737  |   0.590120  |  -0.460186  |   0.545881  |  -1.176872
5.650  |  -0.548243  |   0.795373  |  -0.466039  |   0.756682  |  -1.095165
5.675  |  -0.352179  |   0.964176  |  -0.435609  |   0.920434  |  -0.966911
5.700  |  -0.133487  |   1.094922  |  -0.364924  |   1.034592  |  -0.793640
5.725  |   0.103762  |   1.187951  |  -0.252471  |   1.099423  |  -0.579080
5.750  |   0.354487  |   1.245515  |  -0.099233  |   1.117966  |  -0.329038
5.775  |   0.612757  |   1.271624  |   0.091412  |   1.095828  |  -0.051168
5.800  |   0.872012  |   1.271808  |   0.313939  |   1.040851  |   0.245363
5.825  |   1.125311  |   1.252794  |   0.561026  |   0.962641  |   0.550284
5.850  |   1.365608  |   1.222114  |   0.824013  |   0.872013  |   0.852696
5.875  |   1.586049  |   1.187678  |   1.093421  |   0.780356  |   1.141589
5.900  |   1.780259  |   1.157321  |   1.359514  |   0.698977  |   1.406364
5.925  |   1.942622  |   1.138358  |   1.612864  |   0.638446  |   1.637350
5.950  |   2.068532  |   1.137164  |   1.844888  |   0.607980  |   1.826272
5.975  |   2.154602  |   1.158817  |   2.048329  |   0.614909  |   1.966659
6.000  |   2.198825  |   1.206798  |   2.217651  |   0.664240  |   2.054164
6.025  |   2.200675  |   1.282790  |   2.349323  |   0.758356  |   2.086775
6.050  |   2.161145  |   1.386575  |   2.441984  |   0.896860  |   2.064923
6.075  |   2.082717  |   1.516030  |   2.496472  |   1.076570  |   1.991456
6.100  |   1.969264  |   1.667238  |   2.515726  |   1.291679  |   1.871502
6.125  |   1.825898  |   1.834687  |   2.504550  |   1.534049  |   1.712218
6.150  |   1.658752  |   2.011566  |   2.469279  |   1.793646  |   1.522429
6.175  |   1.474726  |   2.190129  |   2.417345  |   2.059078  |   1.312201
6.200  |   1.281195  |   2.362117  |   2.356775  |   2.318206  |   1.092337
6.225  |   1.085698  |   2.519197  |   2.295664  |   2.558807  |   0.873849
6.250  |   0.895623  |   2.653421  |   2.241631  |   2.769235  |   0.667417
6.275  |   0.717901  |   2.757658  |   2.201311  |   2.939058  |   0.482869
6.300  |   0.558720  |   2.825978  |   2.179903  |   3.059627  |   0.328707
6.325  |   0.423281  |   2.853986  |   2.180805  |   3.124547  |   0.211703
6.350  |   0.315597  |   2.839055  |   2.205357  |   3.130035  |   0.136582
6.375  |   0.238350  |   2.780483  |   2.252703  |   3.075121  |   0.105818
6.400  |   0.192810  |   2.679529  |   2.319800  |   2.961708  |   0.119535
6.425  |   0.178815  |   2.539357  |   2.401546  |   2.794468  |   0.175535
6.450  |   0.194823  |   2.364872  |   2.491049  |   2.580593  |   0.269442
6.475  |   0.238020  |   2.162458  |   2.580001  |   2.329399  |   0.394949
6.500  |   0.304479  |   1.939648  |   2.659159  |   2.051824  |   0.544167
6.525  |   0.389369  |   1.704724  |   2.718878  |   1.759833  |   0.708041
6.550  |   0.487202  |   1.466281  |   2.749698  |   1.465770  |   0.876829
6.575  |   0.592092  |   1.232776  |   2.742920  |   1.181684  |   1.040596
6.600  |   0.698034  |   1.012087  |   2.691168  |   0.918683  |   1.189725
6.625  |   0.799165  |   0.811104  |   2.588878  |   0.686331  |   1.315388
6.650  |   0.890023  |   0.635376  |   2.432704  |   0.492141  |   1.409980
6.675  |   0.965766  |   0.488835  |   2.221809  |   0.341173  |   1.467473
6.700  |   1.022355  |   0.373604  |   1.958017  |   0.235776  |   1.483691
6.725  |   1.056691  |   0.289911  |   1.645829  |   0.175479  |   1.456475
6.750  |   1.066703  |   0.236105  |   1.292285  |   0.157037  |   1.385747
6.775  |   1.051382  |   0.208772  |   0.906685  |   0.174635  |   1.273459
6.800  |   1.010757  |   0.202953  |   0.500184  |   0.220236  |   1.123445
6.825  |   0.945830  |   0.212440  |   0.085272  |   0.284050  |   0.941172
6.850  |   0.858466  |   0.230144  |  -0.324822  |   0.355103  |   0.733415
6.875  |   0.751239  |   0.248507  |  -0.716789  |   0.421880  |   0.507870
6.900  |   0.627270  |   0.259941  |  -1.077903  |   0.472986  |   0.272735
6.925  |   0.490030  |   0.257262  |  -1.396676  |   0.497818  |   0.036265
6.950  |   0.343157  |   0.234109  |  -1.663453  |   0.487186  |  -0.193646
6.975  |   0.190264  |   0.185302  |  -1.870923  |   0.433858  |  -0.409865
7.000  |   0.034777  |   0.107147  |  -2.014514  |   0.333002  |  -0.606355
7.025  |  -0.120208  |  -0.002348  |  -2.092655  |   0.182497  |  -0.778444
7.050  |  -0.272038  |  -0.143358  |  -2.106876  |  -0.016909  |  -0.923005
7.075  |  -0.418574  |  -0.314215  |  -2.061760  |  -0.261593  |  -1.038547
7.100  |  -0.558228  |  -0.511495  |  -1.964728  |  -0.545218  |  -1.125200
7.125  |  -0.689954  |  -0.730199  |  -1.825681  |  -0.859032  |  -1.184618
7.150  |  -0.813215  |  -0.964015  |  -1.656502  |  -1.192314  |  -1.219789
7.175  |  -0.927904  |  -1.205664  |  -1.470467  |  -1.532922  |  -1.234773
7.200  |  -1.034252  |  -1.447287  |  -1.281561  |  -1.867925  |  -1.234383
7.225  |  -1.132713  |  -1.680872  |  -1.103773  |  -2.184282  |  -1.223837
7.250  |  -1.223843  |  -1.898681  |  -0.950371  |  -2.469528  |  -1.208382
7.275  |  -1.308178  |  -2.093670  |  -0.833219  |  -2.712435  |  -1.192942
7.300  |  -1.386125  |  -2.259854  |  -0.762161  |  -2.903608  |  -1.181779
7.325  |  -1.457868  |  -2.392631  |  -0.744509  |  -3.035982  |  -1.178219
7.350  |  -1.523302  |  -2.489011  |  -0.784657  |  -3.105204  |  -1.184431
7.375  |  -1.581993  |  -2.547763  |  -0.883842  |  -3.109858  |  -1.201296
7.400  |  -1.633174  |  -2.569465  |  -1.040072  |  -3.051547  |  -1.228352
7.425  |  -1.675773  |  -2.556442  |  -1.248218  |  -2.934802  |  -1.263836
7.450  |  -1.708473  |  -2.512617  |  -1.500259  |  -2.766843  |  -1.304810
7.475  |  -1.729803  |  -2.443270  |  -1.785686  |  -2.557191  |  -1.347366
7.500  |  -1.738246  |  -2.354716  |  -2.092027  |  -2.317163  |  -1.386899
7.525  |  -1.732369  |  -2.253929  |  -2.405466  |  -2.059267  |  -1.418428
7.550  |  -1.710955  |  -2.148135  |  -2.711540  |  -1.796537  |  -1.436950
7.575  |  -1.673135  |  -2.044379  |  -2.995856  |  -1.541842  |  -1.437797
7.600  |  -1.618508  |  -1.949113  |  -3.244806  |  -1.307208  |  -1.416989
7.625  |  -1.547237  |  -1.867819  |  -3.446238  |  -1.103183  |  -1.371546
7.650  |  -1.460123  |  -1.804676  |  -3.590047  |  -0.938291  |  -1.299743
7.675  |  -1.358638  |  -1.762316  |  -3.668657  |  -0.818590  |  -1.201302
7.700  |  -1.244925  |  -1.741661  |  -3.677371  |  -0.747375  |  -1.077490
7.725  |  -1.121747  |  -1.741855  |  -3.614570  |  -0.725025  |  -0.931136
7.750  |  -0.992407  |  -1.760309  |  -3.481758  |  -0.749007  |  -0.766539
7.775  |  -0.860623  |  -1.792836  |  -3.283438  |  -0.814052  |  -0.589299
7.800  |  -0.730367  |  -1.833884  |  -3.026844  |  -0.912459  |  -0.406054
7.825  |  -0.605688  |  -1.876850  |  -2.721538  |  -1.034549  |  -0.224151
7.850  |  -0.490511  |  -1.914459  |  -2.378885  |  -1.169214  |  -0.051260
7.875  |  -0.388431  |  -1.939181  |  -2.011458  |  -1.304546  |   0.105038
7.900  |  -0.302516  |  -1.943671  |  -1.632377  |  -1.428502  |   0.237683
7.925  |  -0.235123  |  -1.921206  |  -1.254649  |  -1.529580  |   0.340541
7.950  |  -0.187746  |  -1.866092  |  -0.890512  |  -1.597462  |   0.408780
7.975  |  -0.160894  |  -1.774017  |  -0.550847  |  -1.623579  |   0.439183
8.000  |  -0.154020  |  -1.642334  |  -0.244666  |  -1.601590  |   0.430387
8.025  |  -0.165501  |  -1.470260  |   0.021283  |  -1.527731  |   0.383018
8.050  |  -0.192670  |  -1.258968  |   0.242777  |  -1.401020  |   0.299733
8.075  |  -0.231903  |  -1.011581  |   0.418248  |  -1.223306  |   0.185154
8.100  |  -0.278760  |  -0.733055  |   0.548747  |  -0.999170  |   0.045686
8.125  |  -0.328171  |  -0.429968  |   0.637782  |  -0.735664  |  -0.110754
8.150  |  -0.374662  |  -0.110211  |   0.691013  |  -0.441924  |  -0.275098
8.175  |  -0.412610  |   0.217385  |   0.715835  |  -0.128667  |  -0.437557
8.200  |  -0.436512  |   0.543480  |   0.720881  |   0.192402  |  -0.588102
8.225  |  -0.441266  |   0.858685  |   0.715457  |   0.509229  |  -0.716957
8.250  |  -0.422430  |   1.154029  |   0.708957  |   0.810070  |  -0.815106
8.275  |  -0.376466  |   1.421405  |   0.710286  |   1.084129  |  -0.874753
8.300  |  -0.300946  |   1.653973  |   0.727318  |   1.322144  |  -0.889744
