Tempo  |   x001(t)   |   x002(t)   |   x003(t)   |   x004(t)   |   x005(t) 
1.600  |  -0.149488  |   0.308795  |  -0.440298  |   0.464411  |  -0.310062
1.625  |  -0.172443  |   0.356212  |  -0.507909  |   0.535725  |  -0.357675
1.650  |  -0.185909  |   0.384030  |  -0.547572  |   0.577561  |  -0.385606
1.675  |  -0.189146  |   0.390716  |  -0.557106  |   0.587617  |  -0.392320
1.700  |  -0.181976  |   0.375904  |  -0.535986  |   0.565340  |  -0.377447
1.725  |  -0.164792  |   0.340408  |  -0.485374  |   0.511956  |  -0.341805
1.750  |  -0.138541  |   0.286181  |  -0.408054  |   0.430402  |  -0.287356
1.775  |  -0.104667  |   0.216208  |  -0.308282  |   0.325165  |  -0.217095
1.800  |  -0.065033  |   0.134338  |  -0.191547  |   0.202037  |  -0.134889
1.825  |  -0.021821  |   0.045076  |  -0.064272  |   0.067792  |  -0.045261
1.850  |   0.022591  |  -0.046666  |   0.066539  |  -0.070183  |   0.046858
1.875  |   0.065761  |  -0.135840  |   0.193689  |  -0.204297  |   0.136398
1.900  |   0.105312  |  -0.217540  |   0.310182  |  -0.327169  |   0.218433
1.925  |   0.139068  |  -0.287270  |   0.409607  |  -0.432039  |   0.288449
1.950  |   0.165172  |  -0.341193  |   0.486494  |  -0.513137  |   0.342594
1.975  |   0.182188  |  -0.376343  |   0.536612  |  -0.566000  |   0.377888
2.000  |   0.189179  |  -0.390784  |   0.557203  |  -0.587719  |   0.392388
2.025  |   0.185761  |  -0.383723  |   0.547136  |  -0.577100  |   0.385298
2.050  |   0.172122  |  -0.355548  |   0.506962  |  -0.534726  |   0.357008
2.075  |   0.149011  |  -0.307810  |   0.438893  |  -0.462930  |   0.309073
2.100  |   0.117702  |  -0.243134  |   0.346675  |  -0.365661  |   0.244132
2.125  |   0.079916  |  -0.165080  |   0.235382  |  -0.248272  |   0.165758
2.150  |   0.037732  |  -0.077943  |   0.111136  |  -0.117223  |   0.078263
2.175  |  -0.006527  |   0.013483  |  -0.019224  |   0.020277  |  -0.013538
2.200  |  -0.050427  |   0.104167  |  -0.148527  |   0.156661  |  -0.104594
2.225  |  -0.091553  |   0.189119  |  -0.269657  |   0.284425  |  -0.189895
2.250  |  -0.127641  |   0.263665  |  -0.375950  |   0.396539  |  -0.264747
2.275  |  -0.156705  |   0.323704  |  -0.461556  |   0.486833  |  -0.325032
2.300  |  -0.177148  |   0.365930  |  -0.521765  |   0.550341  |  -0.367433
2.325  |  -0.187842  |   0.388022  |  -0.553266  |   0.583566  |  -0.389615
2.350  |  -0.188201  |   0.388764  |  -0.554323  |   0.584681  |  -0.390360
2.375  |  -0.178205  |   0.368114  |  -0.524879  |   0.553624  |  -0.369625
2.400  |  -0.158402  |   0.327209  |  -0.466554  |   0.492105  |  -0.328552
2.425  |  -0.129884  |   0.268300  |  -0.382558  |   0.403509  |  -0.269401
2.450  |  -0.094219  |   0.194628  |  -0.277512  |   0.292710  |  -0.195426
2.475  |  -0.053370  |   0.110246  |  -0.157195  |   0.165804  |  -0.110699
2.500  |  -0.009585  |   0.019799  |  -0.028230  |   0.029776  |  -0.019880
2.525  |   0.034729  |  -0.071738  |   0.102289  |  -0.107891  |   0.072033
2.550  |   0.077131  |  -0.159328  |   0.227179  |  -0.239621  |   0.159982
2.575  |   0.115289  |  -0.238151  |   0.339570  |  -0.358167  |   0.239128
2.600  |   0.147104  |  -0.303870  |   0.433275  |  -0.457004  |   0.305117
2.625  |   0.170824  |  -0.352868  |   0.503141  |  -0.530696  |   0.354317
2.650  |   0.185145  |  -0.382451  |   0.545321  |  -0.575186  |   0.384021
2.675  |   0.189279  |  -0.390989  |   0.557496  |  -0.588028  |   0.392594
2.700  |   0.182997  |  -0.378014  |   0.538995  |  -0.568513  |   0.379566
2.725  |   0.166647  |  -0.344239  |   0.490836  |  -0.517717  |   0.345652
2.750  |   0.141126  |  -0.291522  |   0.415670  |  -0.438435  |   0.292719
2.775  |   0.107841  |  -0.222765  |   0.317632  |  -0.335027  |   0.223680
2.800  |   0.068622  |  -0.141751  |   0.202116  |  -0.213186  |   0.142332
2.825  |   0.025627  |  -0.052936  |   0.075480  |  -0.079613  |   0.053154
2.850  |  -0.018779  |   0.038791  |  -0.055310  |   0.058339  |  -0.038950
2.875  |  -0.062151  |   0.128383  |  -0.183057  |   0.193082  |  -0.128910
2.900  |  -0.102103  |   0.210912  |  -0.300731  |   0.317201  |  -0.211778
2.925  |  -0.136437  |   0.281835  |  -0.401857  |   0.423866  |  -0.282992
2.950  |  -0.163264  |   0.337251  |  -0.480872  |   0.507208  |  -0.338635
2.975  |  -0.181107  |   0.374109  |  -0.533428  |   0.562641  |  -0.375645
3.000  |  -0.188985  |   0.390383  |  -0.556632  |   0.587116  |  -0.391986
3.025  |  -0.186465  |   0.385176  |  -0.549208  |   0.579286  |  -0.386758
3.050  |  -0.173684  |   0.358776  |  -0.511564  |   0.539580  |  -0.360249
3.075  |  -0.151347  |   0.312634  |  -0.445772  |   0.470185  |  -0.313917
3.100  |  -0.120682  |   0.249290  |  -0.355452  |   0.374919  |  -0.250313
3.125  |  -0.083376  |   0.172229  |  -0.245574  |   0.259023  |  -0.172935
3.150  |  -0.041483  |   0.085691  |  -0.122183  |   0.128874  |  -0.086042
3.175  |   0.002693  |  -0.005562  |   0.007931  |  -0.008365  |   0.005585
3.200  |   0.046720  |  -0.096509  |   0.137608  |  -0.145145  |   0.096905
3.225  |   0.088177  |  -0.182146  |   0.259714  |  -0.273938  |   0.182893
3.250  |   0.124782  |  -0.257760  |   0.367529  |  -0.387657  |   0.258818
3.275  |   0.154521  |  -0.319191  |   0.455122  |  -0.480047  |   0.320501
3.300  |   0.175757  |  -0.363059  |   0.517671  |  -0.546022  |   0.364549
3.325  |   0.187323  |  -0.386950  |   0.551737  |  -0.581953  |   0.388538
3.350  |   0.188582  |  -0.389550  |   0.555443  |  -0.585863  |   0.391149
3.375  |   0.179464  |  -0.370715  |   0.528587  |  -0.557536  |   0.372236
3.400  |   0.160471  |  -0.331482  |   0.472646  |  -0.498531  |   0.332842
3.425  |   0.132648  |  -0.274009  |   0.390698  |  -0.412095  |   0.275134
3.450  |   0.097527  |  -0.201459  |   0.287253  |  -0.302984  |   0.202286
3.475  |   0.057039  |  -0.117825  |   0.168001  |  -0.177202  |   0.118308
3.500  |   0.013413  |  -0.027707  |   0.039506  |  -0.041669  |   0.027820
3.525  |  -0.030951  |   0.063936  |  -0.091164  |   0.096156  |  -0.064198
3.550  |  -0.073613  |   0.152060  |  -0.216817  |   0.228691  |  -0.152684
3.575  |  -0.112223  |   0.231818  |  -0.330540  |   0.348642  |  -0.232769
3.600  |  -0.144659  |   0.298820  |  -0.426075  |   0.449409  |  -0.300046
3.625  |  -0.169135  |   0.349379  |  -0.498166  |   0.525449  |  -0.350814
3.650  |  -0.184305  |   0.380715  |  -0.542846  |   0.572576  |  -0.382278
3.675  |  -0.189333  |   0.391102  |  -0.557656  |   0.588197  |  -0.392707
3.700  |  -0.183944  |   0.379969  |  -0.541782  |   0.571454  |  -0.381529
3.725  |  -0.168433  |   0.347929  |  -0.496097  |   0.523267  |  -0.349357
3.750  |  -0.143654  |   0.296744  |  -0.423115  |   0.446287  |  -0.297962
3.775  |  -0.110971  |   0.229231  |  -0.326851  |   0.344752  |  -0.230172
3.800  |  -0.072182  |   0.149105  |  -0.212603  |   0.224246  |  -0.149717
3.825  |  -0.029421  |   0.060775  |  -0.086656  |   0.091402  |  -0.061024
3.850  |   0.014959  |  -0.030900  |   0.044059  |  -0.046471  |   0.031026
3.875  |   0.058515  |  -0.120874  |   0.172349  |  -0.181788  |   0.121370
3.900  |   0.098852  |  -0.204197  |   0.291156  |  -0.307102  |   0.205035
3.925  |   0.133750  |  -0.276285  |   0.393943  |  -0.415518  |   0.277419
3.950  |   0.161288  |  -0.333170  |   0.475053  |  -0.501070  |   0.334537
3.975  |   0.179952  |  -0.371723  |   0.530024  |  -0.559052  |   0.373249
4.000  |   0.188713  |  -0.389822  |   0.555831  |  -0.586272  |   0.391422
4.025  |   0.187092  |  -0.386472  |   0.551054  |  -0.581233  |   0.388058
4.050  |   0.175175  |  -0.361856  |   0.515956  |  -0.544213  |   0.363341
4.075  |   0.153620  |  -0.317330  |   0.452468  |  -0.477248  |   0.318632
4.100  |   0.123612  |  -0.255343  |   0.364083  |  -0.384023  |   0.256391
4.125  |   0.086802  |  -0.179306  |   0.255665  |  -0.269667  |   0.180042
4.150  |   0.045216  |  -0.093403  |   0.133179  |  -0.140473  |   0.093786
4.175  |   0.001143  |  -0.002360  |   0.003366  |  -0.003550  |   0.002370
4.200  |  -0.042994  |   0.088812  |  -0.126633  |   0.133569  |  -0.089177
4.225  |  -0.084765  |   0.175098  |  -0.249665  |   0.263338  |  -0.175816
4.250  |  -0.121872  |   0.251749  |  -0.358958  |   0.378617  |  -0.252782
4.275  |  -0.152273  |   0.314547  |  -0.448500  |   0.473063  |  -0.315839
4.300  |  -0.174295  |   0.360039  |  -0.513364  |   0.541479  |  -0.361516
4.325  |  -0.186727  |   0.385719  |  -0.549981  |   0.580101  |  -0.387302
4.350  |  -0.188885  |   0.390176  |  -0.556336  |   0.586804  |  -0.391777
4.375  |  -0.180649  |   0.373163  |  -0.532078  |   0.561218  |  -0.374695
4.400  |  -0.162473  |   0.335618  |  -0.478544  |   0.504752  |  -0.336996
4.425  |  -0.135358  |   0.279606  |  -0.398678  |   0.420512  |  -0.280753
4.450  |  -0.100794  |   0.208208  |  -0.296876  |   0.313135  |  -0.209063
4.475  |  -0.060684  |   0.125355  |  -0.178738  |   0.188527  |  -0.125869
4.500  |  -0.017236  |   0.035603  |  -0.050765  |   0.053545  |  -0.035749
4.525  |   0.027162  |  -0.056107  |   0.080001  |  -0.084382  |   0.056337
4.550  |   0.070064  |  -0.144730  |   0.206365  |  -0.217667  |   0.145324
4.575  |   0.109111  |  -0.225390  |   0.321374  |  -0.338974  |   0.226315
4.600  |   0.142155  |  -0.293647  |   0.418700  |  -0.441630  |   0.294853
4.625  |   0.167377  |  -0.345747  |   0.492987  |  -0.519986  |   0.347166
4.650  |   0.183389  |  -0.378823  |   0.540148  |  -0.569730  |   0.380378
4.675  |   0.189310  |  -0.391054  |   0.557588  |  -0.588125  |   0.392659
4.700  |   0.184815  |  -0.381768  |   0.544348  |  -0.574159  |   0.383335
4.725  |   0.170150  |  -0.351476  |   0.501155  |  -0.528601  |   0.352918
4.750  |   0.146123  |  -0.301844  |   0.430387  |  -0.453957  |   0.303083
4.775  |   0.114056  |  -0.235603  |   0.335937  |  -0.354335  |   0.236570
4.800  |   0.075713  |  -0.156398  |   0.223002  |  -0.235215  |   0.157040
4.825  |   0.033204  |  -0.068588  |   0.097797  |  -0.103153  |   0.068870
4.850  |  -0.011132  |   0.022996  |  -0.032789  |   0.034584  |  -0.023090
4.875  |  -0.054856  |   0.113315  |  -0.161571  |   0.170419  |  -0.113780
4.900  |  -0.095561  |   0.197398  |  -0.281462  |   0.296877  |  -0.198209
4.925  |  -0.131008  |   0.270621  |  -0.385867  |   0.406999  |  -0.271731
4.950  |  -0.159246  |   0.328952  |  -0.469039  |   0.494727  |  -0.330302
4.975  |  -0.178722  |   0.369183  |  -0.526404  |   0.555233  |  -0.370699
5.000  |  -0.188364  |   0.389101  |  -0.554803  |   0.585187  |  -0.390698
5.025  |  -0.187642  |   0.387608  |  -0.552675  |   0.582943  |  -0.389199
5.050  |  -0.176594  |   0.364788  |  -0.520136  |   0.548622  |  -0.366285
5.075  |  -0.155830  |   0.321896  |  -0.458978  |   0.484114  |  -0.323217
5.100  |  -0.126492  |   0.261291  |  -0.372565  |   0.392969  |  -0.262364
5.125  |  -0.090193  |   0.186310  |  -0.265652  |   0.280200  |  -0.187075
5.150  |  -0.048931  |   0.101077  |  -0.144121  |   0.152014  |  -0.101492
5.175  |  -0.004978  |   0.010282  |  -0.014661  |   0.015464  |  -0.010324
5.200  |   0.039250  |  -0.081078  |   0.115607  |  -0.121938  |   0.081411
5.225  |   0.081318  |  -0.167978  |   0.239513  |  -0.252630  |   0.168667
5.250  |   0.118912  |  -0.245634  |   0.350240  |  -0.369421  |   0.246642
5.275  |   0.149962  |  -0.309775  |   0.441695  |  -0.465885  |   0.311046
5.300  |   0.172762  |  -0.356870  |   0.508847  |  -0.536715  |   0.358335
5.325  |   0.186055  |  -0.384330  |   0.548000  |  -0.578012  |   0.385907
5.350  |   0.189110  |  -0.390641  |   0.557000  |  -0.587505  |   0.392245
5.375  |   0.181760  |  -0.375459  |   0.535351  |  -0.564670  |   0.377000
5.400  |   0.164409  |  -0.339617  |   0.484246  |  -0.510766  |   0.341011
5.425  |   0.138011  |  -0.285088  |   0.406495  |  -0.428757  |   0.286258
5.450  |   0.104020  |  -0.214872  |   0.306377  |  -0.323156  |   0.215754
5.475  |   0.064305  |  -0.132833  |   0.189401  |  -0.199774  |   0.133378
5.500  |   0.021051  |  -0.043485  |   0.062004  |  -0.065400  |   0.043664
5.525  |  -0.023360  |   0.048255  |  -0.068805  |   0.072573  |  -0.048453
5.550  |  -0.066487  |   0.137341  |  -0.195828  |   0.206553  |  -0.137904
5.575  |  -0.105955  |   0.218869  |  -0.312076  |   0.329168  |  -0.219767
5.600  |  -0.139593  |   0.288354  |  -0.411153  |   0.433670  |  -0.289538
5.625  |  -0.165550  |   0.341973  |  -0.487606  |   0.514310  |  -0.343377
5.650  |  -0.182398  |   0.376775  |  -0.537229  |   0.566651  |  -0.378322
5.675  |  -0.189209  |   0.390846  |  -0.557291  |   0.587812  |  -0.392450
5.700  |  -0.185610  |   0.383410  |  -0.546689  |   0.576630  |  -0.384984
5.725  |  -0.171797  |   0.354878  |  -0.506007  |   0.533719  |  -0.356335
5.750  |  -0.148532  |   0.306819  |  -0.437481  |   0.461441  |  -0.308079
5.775  |  -0.117094  |   0.241878  |  -0.344884  |   0.363772  |  -0.242871
5.800  |  -0.079212  |   0.163628  |  -0.233310  |   0.246087  |  -0.164299
5.825  |  -0.036973  |   0.076374  |  -0.108898  |   0.114862  |  -0.076687
5.850  |   0.007301  |  -0.015083  |   0.021506  |  -0.022683  |   0.015144
5.875  |   0.051174  |  -0.105709  |   0.150726  |  -0.158981  |   0.106143
5.900  |   0.092230  |  -0.190519  |   0.271653  |  -0.286530  |   0.191301
5.925  |   0.128212  |  -0.264845  |   0.377632  |  -0.398314  |   0.265933
5.950  |   0.157139  |  -0.324599  |   0.462833  |  -0.488181  |   0.325932
5.975  |   0.177420  |  -0.366493  |   0.522567  |  -0.551186  |   0.367997
6.000  |   0.187938  |  -0.388220  |   0.553547  |  -0.583863  |   0.389813
6.025  |   0.188115  |  -0.388586  |   0.554069  |  -0.584413  |   0.390181
6.050  |   0.177941  |  -0.367570  |   0.524103  |  -0.552806  |   0.369079
6.075  |   0.157977  |  -0.326329  |   0.465300  |  -0.490782  |   0.327669
6.100  |   0.129319  |  -0.267133  |   0.380894  |  -0.401754  |   0.268229
6.125  |   0.093546  |  -0.193237  |   0.275529  |  -0.290619  |   0.194030
6.150  |   0.052626  |  -0.108709  |   0.155004  |  -0.163493  |   0.109155
6.175  |   0.008810  |  -0.018199  |   0.025950  |  -0.027371  |   0.018274
6.200  |  -0.035490  |   0.073312  |  -0.104532  |   0.110257  |  -0.073613
6.225  |  -0.077838  |   0.160789  |  -0.229262  |   0.241818  |  -0.161449
6.250  |  -0.115903  |   0.239419  |  -0.341378  |   0.360074  |  -0.240402
6.275  |  -0.147590  |   0.304875  |  -0.434709  |   0.458516  |  -0.306126
6.300  |  -0.171157  |   0.353556  |  -0.504121  |   0.531730  |  -0.355007
6.325  |  -0.185306  |   0.382782  |  -0.545794  |   0.575685  |  -0.384354
6.350  |  -0.189258  |   0.390947  |  -0.557436  |   0.587964  |  -0.392552
6.375  |  -0.182797  |   0.377600  |  -0.538405  |   0.567891  |  -0.379150
6.400  |  -0.166277  |   0.343476  |  -0.489749  |   0.516570  |  -0.344886
6.425  |  -0.140609  |   0.290453  |  -0.414145  |   0.436826  |  -0.291645
6.450  |  -0.107203  |   0.221447  |  -0.315753  |   0.333045  |  -0.222356
6.475  |  -0.067899  |   0.140257  |  -0.199987  |   0.210940  |  -0.140833
6.500  |  -0.024858  |   0.051350  |  -0.073217  |   0.077227  |  -0.051560
6.525  |   0.019550  |  -0.040384  |   0.057581  |  -0.060735  |   0.040549
6.550  |   0.062882  |  -0.129895  |   0.185212  |  -0.195355  |   0.130428
6.575  |   0.102755  |  -0.212258  |   0.302651  |  -0.319226  |   0.213130
6.600  |   0.136973  |  -0.282943  |   0.403437  |  -0.425531  |   0.284104
6.625  |   0.163655  |  -0.338059  |   0.482024  |  -0.508423  |   0.339446
6.650  |   0.181331  |  -0.374573  |   0.534089  |  -0.563339  |   0.376111
6.675  |   0.189031  |  -0.390477  |   0.556766  |  -0.587257  |   0.392080
6.700  |   0.186329  |  -0.384896  |   0.548807  |  -0.578863  |   0.386475
6.725  |   0.173374  |  -0.358135  |   0.510651  |  -0.538617  |   0.359606
6.750  |   0.150880  |  -0.311669  |   0.444397  |  -0.468735  |   0.312949
6.775  |   0.120083  |  -0.248054  |   0.353690  |  -0.373060  |   0.249072
6.800  |   0.082680  |  -0.170790  |   0.243522  |  -0.256859  |   0.171491
6.825  |   0.040726  |  -0.084128  |   0.119954  |  -0.126524  |   0.084473
6.850  |  -0.003468  |   0.007163  |  -0.010214  |   0.010773  |  -0.007192
6.875  |  -0.047471  |   0.098060  |  -0.139820  |   0.147477  |  -0.098462
6.900  |  -0.088862  |   0.183561  |  -0.261732  |   0.276066  |  -0.184314
6.925  |  -0.125364  |   0.258962  |  -0.369243  |   0.389465  |  -0.260025
6.950  |  -0.154967  |   0.320113  |  -0.456437  |   0.481434  |  -0.321427
6.975  |  -0.176044  |   0.363651  |  -0.518516  |   0.546913  |  -0.365144
7.000  |  -0.187434  |   0.387180  |  -0.552064  |   0.582298  |  -0.388769
7.025  |  -0.188511  |   0.389404  |  -0.555235  |   0.585643  |  -0.391002
7.050  |  -0.179215  |   0.370201  |  -0.527855  |   0.556764  |  -0.371721
7.075  |  -0.160058  |   0.330629  |  -0.471431  |   0.497249  |  -0.331986
7.100  |  -0.132094  |   0.272864  |  -0.389066  |   0.410374  |  -0.273984
7.125  |  -0.096862  |   0.200085  |  -0.285294  |   0.300918  |  -0.200907
7.150  |  -0.056300  |   0.116297  |  -0.165823  |   0.174904  |  -0.116774
7.175  |  -0.012640  |   0.026109  |  -0.037228  |   0.039267  |  -0.026217
7.200  |   0.031716  |  -0.065515  |   0.093415  |  -0.098531  |   0.065784
7.225  |   0.074326  |  -0.153534  |   0.218918  |  -0.230907  |   0.154164
7.250  |   0.112847  |  -0.233105  |   0.332375  |  -0.350578  |   0.234062
7.275  |   0.145158  |  -0.299850  |   0.427544  |  -0.450959  |   0.301081
7.300  |   0.169482  |  -0.350096  |   0.499188  |  -0.526526  |   0.351533
7.325  |   0.184481  |  -0.381078  |   0.543364  |  -0.573122  |   0.382643
7.350  |   0.189328  |  -0.391092  |   0.557642  |  -0.588182  |   0.392697
7.375  |   0.183758  |  -0.379586  |   0.541237  |  -0.570878  |   0.381145
7.400  |   0.168077  |  -0.347194  |   0.495051  |  -0.522163  |   0.348620
7.425  |   0.143148  |  -0.295698  |   0.421624  |  -0.444715  |   0.296912
7.450  |   0.110342  |  -0.227932  |   0.324999  |  -0.342798  |   0.228868
7.475  |   0.071465  |  -0.147624  |   0.210491  |  -0.222018  |   0.148230
7.500  |   0.028655  |  -0.059193  |   0.084400  |  -0.089023  |   0.059436
7.525  |  -0.015731  |   0.032495  |  -0.046334  |   0.048871  |  -0.032629
7.550  |  -0.059252  |   0.122395  |  -0.174519  |   0.184076  |  -0.122898
7.575  |  -0.099512  |   0.205561  |  -0.293101  |   0.309153  |  -0.206405
7.600  |  -0.134297  |   0.277415  |  -0.395555  |   0.417218  |  -0.278554
7.625  |  -0.161693  |   0.334006  |  -0.476245  |   0.502327  |  -0.335377
7.650  |  -0.180191  |   0.372217  |  -0.530730  |   0.559796  |  -0.373745
7.675  |  -0.188775  |   0.389948  |  -0.556011  |   0.586462  |  -0.391549
7.700  |  -0.186971  |   0.386223  |  -0.550699  |   0.580859  |  -0.387808
7.725  |  -0.174880  |   0.361246  |  -0.515086  |   0.543295  |  -0.362728
7.750  |  -0.153166  |   0.316391  |  -0.451130  |   0.475836  |  -0.317690
7.775  |  -0.123024  |   0.254128  |  -0.362351  |   0.382195  |  -0.255171
7.800  |  -0.086113  |   0.177882  |  -0.253634  |   0.267525  |  -0.178612
7.825  |  -0.044463  |   0.091847  |  -0.130961  |   0.138134  |  -0.092224
7.850  |  -0.000368  |   0.000759  |  -0.001083  |   0.001142  |  -0.000762
7.875  |   0.043748  |  -0.090370  |   0.128856  |  -0.135913  |   0.090741
7.900  |   0.085457  |  -0.176528  |   0.251704  |  -0.265489  |   0.177252
7.925  |   0.122464  |  -0.252972  |   0.360702  |  -0.380456  |   0.254010
7.950  |   0.152732  |  -0.315496  |   0.449853  |  -0.474490  |   0.316791
7.975  |   0.174597  |  -0.360661  |   0.514252  |  -0.542415  |   0.362141
8.000  |   0.186854  |  -0.385981  |   0.550354  |  -0.580495  |   0.387565
8.025  |   0.188830  |  -0.390062  |   0.556174  |  -0.586633  |   0.391663
8.050  |   0.180415  |  -0.372681  |   0.531390  |  -0.560493  |   0.374211
8.075  |   0.162074  |  -0.334793  |   0.477368  |  -0.503512  |   0.336167
8.100  |   0.134814  |  -0.278484  |   0.397079  |  -0.418825  |   0.279627
8.125  |   0.100137  |  -0.206851  |   0.294941  |  -0.311094  |   0.207700
8.150  |   0.059950  |  -0.123837  |   0.176574  |  -0.186244  |   0.124345
8.175  |   0.016464  |  -0.034009  |   0.048491  |  -0.051147  |   0.034148
8.200  |  -0.027928  |   0.057691  |  -0.082259  |   0.086764  |  -0.057928
8.225  |  -0.070784  |   0.146216  |  -0.208484  |   0.219902  |  -0.146816
8.250  |  -0.109744  |   0.226696  |  -0.323237  |   0.340939  |  -0.227627
8.275  |  -0.142666  |   0.294702  |  -0.420204  |   0.443217  |  -0.295912
8.300  |  -0.167738  |   0.346493  |  -0.494050  |   0.521107  |  -0.347915
8.325  |  -0.183580  |   0.379218  |  -0.540711  |   0.570324  |  -0.380774
8.350  |  -0.189321  |   0.391077  |  -0.557620  |   0.588159  |  -0.392682
